Date,Open,High,Low,Close,Volume
2025-01-15,5905.2099609375,5960.60986328125,5905.2099609375,5949.91015625,4544570000
2025-01-16,5963.60986328125,5964.68994140625,5930.72021484375,5937.33984375,4285810000
2025-01-17,5995.39990234375,6014.9599609375,5978.43994140625,5996.66015625,4366830000
2025-01-21,6014.1201171875,6051.509765625,6006.8798828125,6049.240234375,4702920000
2025-01-22,6081.39013671875,6100.81005859375,6076.1298828125,6086.3701171875,4323040000
2025-01-23,6076.31982421875,6118.72998046875,6074.669921875,6118.7099609375,4432250000
2025-01-24,6121.43017578125,6128.18017578125,6088.740234375,6101.240234375,4214250000
2025-01-27,5969.0400390625,6017.169921875,5962.919921875,6012.27978515625,5198750000
2025-01-28,6026.97021484375,6074.5400390625,5994.6298828125,6067.7001953125,4473640000
2025-01-29,6057.7001953125,6062.830078125,6012.9599609375,6039.31005859375,4115310000
2025-01-30,6050.75,6086.64013671875,6027.4599609375,6071.169921875,4634620000
2025-01-31,6096.7900390625,6120.91015625,6030.93017578125,6040.52978515625,4843770000
2025-02-03,5969.64990234375,6022.1298828125,5923.93017578125,5994.56982421875,4797210000
2025-02-04,5998.14013671875,6042.47998046875,5990.8701171875,6037.8798828125,4410160000
2025-02-05,6020.4501953125,6062.85986328125,6007.06005859375,6061.47998046875,4756250000
2025-02-06,6072.22021484375,6084.02978515625,6046.830078125,6083.56982421875,4847120000
2025-02-07,6083.1298828125,6101.27978515625,6019.9599609375,6025.990234375,4766900000
2025-02-10,6046.39990234375,6073.3798828125,6044.83984375,6066.43994140625,4458760000
2025-02-11,6049.31982421875,6076.27978515625,6042.33984375,6068.5,4324880000
2025-02-12,6025.080078125,6063.0,6003.0,6051.97021484375,4627960000
2025-02-13,6060.58984375,6116.91015625,6050.9501953125,6115.06982421875,4763800000
2025-02-14,6115.52001953125,6127.47021484375,6107.6201171875,6114.6298828125,4335190000
2025-02-18,6121.60009765625,6129.6298828125,6099.509765625,6129.580078125,4684980000
2025-02-19,6117.759765625,6147.43017578125,6111.14990234375,6144.14990234375,4562330000
2025-02-20,6134.5,6134.5,6084.58984375,6117.52001953125,4813690000
2025-02-21,6114.10009765625,6114.81982421875,6008.56005859375,6013.1298828125,5434560000
2025-02-24,6026.68994140625,6043.64990234375,5977.830078125,5983.25,4990120000
2025-02-25,5982.72998046875,5992.64990234375,5908.490234375,5955.25,5374690000
2025-02-26,5970.8701171875,6009.81982421875,5932.68994140625,5956.06005859375,4869580000
2025-02-27,5981.8798828125,5993.68994140625,5858.77978515625,5861.56982421875,5057680000
2025-02-28,5856.740234375,5959.39990234375,5837.66015625,5954.5,6441140000
2025-03-03,5968.330078125,5986.08984375,5810.91015625,5849.72021484375,5613850000
2025-03-04,5811.97998046875,5865.080078125,5732.58984375,5778.14990234375,6138110000
2025-03-05,5781.35986328125,5860.58984375,5742.35009765625,5842.6298828125,5285970000
2025-03-06,5785.8701171875,5812.080078125,5711.64013671875,5738.52001953125,5165080000
