"","cell_line","COSMIC_ID","drug","log10_dose","viability"
"7120","KGN",924186,"Navitoclax",1,0.470050721995045
"7121","KINGS-1",907279,"Navitoclax",-2.6987,1.04053685091861
"7122","KINGS-1",907279,"Navitoclax",-2.3008,0.87064515926065
"7123","KINGS-1",907279,"Navitoclax",-2.1988,0.94067936364004
"7124","KINGS-1",907279,"Navitoclax",-1.9998,1.10676504792619
"7125","KINGS-1",907279,"Navitoclax",-1.8008,0.764000192954234
"7126","KINGS-1",907279,"Navitoclax",-1.6988,0.970773988997855
"7127","KINGS-1",907279,"Navitoclax",-1.4998,1.06783783872996
"7128","KINGS-1",907279,"Navitoclax",-1.3009,0.876282778624865
"7129","KINGS-1",907279,"Navitoclax",-1.1989,1.03369651286771
"7130","KINGS-1",907279,"Navitoclax",-0.9998,0.950954307452288
"7131","KINGS-1",907279,"Navitoclax",-0.8009,0.848212132207208
"7132","KINGS-1",907279,"Navitoclax",-0.6989,1.01590877186925
"7133","KINGS-1",907279,"Navitoclax",-0.4999,0.877940314287114
"7134","KINGS-1",907279,"Navitoclax",-0.301,0.76963781231845
"7135","KINGS-1",907279,"Navitoclax",-0.1989,0.932465233846703
"7136","KINGS-1",907279,"Navitoclax",1e-04,0.897403918885228
"7137","KINGS-1",907279,"Navitoclax",0.199,0.657413951849529
"7138","KINGS-1",907279,"Navitoclax",0.301,0.847662214412366
"7139","KINGS-1",907279,"Navitoclax",0.5,0.61986922190637
"7140","KINGS-1",907279,"Navitoclax",0.699,0.629343305431871
"7141","KINGS-1",907279,"Navitoclax",1,0.34722590199929
"7142","KLE",924187,"Navitoclax",-2.6987,0.996144381223964
"7143","KLE",924187,"Navitoclax",-2.3008,0.851211213727455
"7144","KLE",924187,"Navitoclax",-2.1988,0.973543354632996
"7145","KLE",924187,"Navitoclax",-1.9998,0.972700280902367
"7146","KLE",924187,"Navitoclax",-1.8008,0.910263387460325
"7147","KLE",924187,"Navitoclax",-1.6988,0.992414412548457
"7148","KLE",924187,"Navitoclax",-1.4998,0.907612627132747
"7149","KLE",924187,"Navitoclax",-1.3009,0.806733295009834
"7150","KLE",924187,"Navitoclax",-1.1989,0.957273836918224
"7151","KLE",924187,"Navitoclax",-0.9998,0.830680853832092
"7152","KLE",924187,"Navitoclax",-0.8009,0.809224978374973
"7153","KLE",924187,"Navitoclax",-0.6989,0.969877855107569
"7154","KLE",924187,"Navitoclax",-0.4999,0.823420371890466
"7155","KLE",924187,"Navitoclax",-0.301,0.670617902198744
"7156","KLE",924187,"Navitoclax",-0.1989,0.92510194161042
"7157","KLE",924187,"Navitoclax",1e-04,0.969730083744429
"7158","KLE",924187,"Navitoclax",0.199,0.684747026473657
"7159","KLE",924187,"Navitoclax",0.301,0.663743659215228
"7160","KLE",924187,"Navitoclax",0.5,0.558522788323291
"7161","KLE",924187,"Navitoclax",0.699,0.269618082875968
"7162","KLE",924187,"Navitoclax",1,0.0823378464346792
"7163","KM-H2",909976,"Navitoclax",-2.6987,1.04089244428243
"7164","KM-H2",909976,"Navitoclax",-2.3008,1.0260629840448
"7165","KM-H2",909976,"Navitoclax",-2.1988,1.07945016298122
"7166","KM-H2",909976,"Navitoclax",-1.9998,1.16492439028372
"7167","KM-H2",909976,"Navitoclax",-1.8008,1.11264059432501
"7168","KM-H2",909976,"Navitoclax",-1.6988,1.14189523330415
"7169","KM-H2",909976,"Navitoclax",-1.4998,1.06957698777471
"7170","KM-H2",909976,"Navitoclax",-1.3009,0.927552602917279
"7171","KM-H2",909976,"Navitoclax",-1.1989,1.16148132547187
"7172","KM-H2",909976,"Navitoclax",-0.9998,1.12525373717982
"7173","KM-H2",909976,"Navitoclax",-0.8009,1.00018957419539
"7174","KM-H2",909976,"Navitoclax",-0.6989,1.12659119854175
"7175","KM-H2",909976,"Navitoclax",-0.4999,1.02573682411657
"7176","KM-H2",909976,"Navitoclax",-0.301,0.877803247911278
"7177","KM-H2",909976,"Navitoclax",-0.1989,0.960711079385392
"7178","KM-H2",909976,"Navitoclax",1e-04,1.04591243097201
"7179","KM-H2",909976,"Navitoclax",0.199,0.901689596529801
"7180","KM-H2",909976,"Navitoclax",0.301,0.938065460401941
"7181","KM-H2",909976,"Navitoclax",0.5,0.897016107791157
"7182","KM-H2",909976,"Navitoclax",0.699,0.747479080165527
"7183","KM-H2",909976,"Navitoclax",1,1.16074626503825
"7184","KM12",905989,"Navitoclax",-2.6987,0.941122705330577
"7185","KM12",905989,"Navitoclax",-2.3008,0.921601916771431
"7186","KM12",905989,"Navitoclax",-2.1988,0.9839045177443
"7187","KM12",905989,"Navitoclax",-2.0103,0.989607915572937
"7188","KM12",905989,"Navitoclax",-1.9998,1.1323303858604
"7189","KM12",905989,"Navitoclax",-1.8008,1.01919988643974
"7190","KM12",905989,"Navitoclax",-1.6988,1.01929365766662
"7191","KM12",905989,"Navitoclax",-1.4998,1.24760829263597
"7192","KM12",905989,"Navitoclax",-1.4082,1.00437428168773
"7193","KM12",905989,"Navitoclax",-1.3009,0.980767204661668
"7194","KM12",905989,"Navitoclax",-1.1989,1.01634584880262
"7195","KM12",905989,"Navitoclax",-0.9998,1.15908996191872
"7196","KM12",905989,"Navitoclax",-0.8062,1.04921551371234
"7197","KM12",905989,"Navitoclax",-0.8009,0.939363880813793
"7198","KM12",905989,"Navitoclax",-0.6989,1.01634584880262
"7199","KM12",905989,"Navitoclax",-0.4999,0.912080452888438
"7200","KM12",905989,"Navitoclax",-0.301,0.883169234993358
"7201","KM12",905989,"Navitoclax",-0.2041,0.953522142483771
"7202","KM12",905989,"Navitoclax",-0.1989,1.0311003266769
"7203","KM12",905989,"Navitoclax",1e-04,0.9429470754152
"7204","KM12",905989,"Navitoclax",0.199,0.960065542737731
"7205","KM12",905989,"Navitoclax",0.301,1.01782747001174
"7206","KM12",905989,"Navitoclax",0.3979,0.813001092572604
"7207","KM12",905989,"Navitoclax",0.5,0.840041327255729
"7208","KM12",905989,"Navitoclax",0.699,0.690004665801844
"7209","KM12",905989,"Navitoclax",1,0.245686856093984
"7210","KMH-2",1298167,"Navitoclax",-2.6987,0.9303848421442
"7211","KMH-2",1298167,"Navitoclax",-2.1988,0.85514832489868
"7212","KMH-2",1298167,"Navitoclax",-1.6988,0.972653824261845
"7213","KMH-2",1298167,"Navitoclax",-1.1989,0.94622396949643
"7214","KMH-2",1298167,"Navitoclax",-0.6989,0.951483045023112
"7215","KMH-2",1298167,"Navitoclax",-0.1989,0.901436882194264
"7216","KMH-2",1298167,"Navitoclax",0.301,0.892344231150995
"7217","KMOE-2",907280,"Navitoclax",-2.6987,0.940606114253205
"7218","KMOE-2",907280,"Navitoclax",-2.3008,1.05617042110726
"7219","KMOE-2",907280,"Navitoclax",-2.1988,0.914912953738469
"7220","KMOE-2",907280,"Navitoclax",-1.9998,1.1004067688202
"7221","KMOE-2",907280,"Navitoclax",-1.8008,1.14202075661994
"7222","KMOE-2",907280,"Navitoclax",-1.6988,1.04957409698125
"7223","KMOE-2",907280,"Navitoclax",-1.4998,1.12278743267816
"7224","KMOE-2",907280,"Navitoclax",-1.3009,1.04027405838208
"7225","KMOE-2",907280,"Navitoclax",-1.1989,0.998969316956034
"7226","KMOE-2",907280,"Navitoclax",-0.9998,1.08318923237275
"7227","KMOE-2",907280,"Navitoclax",-0.8009,1.00370909851526
"7228","KMOE-2",907280,"Navitoclax",-0.6989,0.800506748189181
"7229","KMOE-2",907280,"Navitoclax",-0.4999,0.714751020587198
"7230","KMOE-2",907280,"Navitoclax",-0.301,0.472793862686417
"7231","KMOE-2",907280,"Navitoclax",-0.1989,0.410648043902239
"7232","KMOE-2",907280,"Navitoclax",1e-04,0.215591810271902
"7233","KMOE-2",907280,"Navitoclax",0.199,0.163729329241879
"7234","KMOE-2",907280,"Navitoclax",0.301,0.135228109373097
"7235","KMOE-2",907280,"Navitoclax",0.5,0.032172775775381
"7236","KMOE-2",907280,"Navitoclax",0.699,0.204235123801028
"7237","KMOE-2",907280,"Navitoclax",1,0.0710455780148437
"7238","KMRC-1",1298168,"Navitoclax",-2.6987,1.05577144687316
"7239","KMRC-1",1298168,"Navitoclax",-2.3008,0.779188201630772
"7240","KMRC-1",1298168,"Navitoclax",-2.1988,0.974260824538266
"7241","KMRC-1",1298168,"Navitoclax",-1.9998,1.12146337738471
"7242","KMRC-1",1298168,"Navitoclax",-1.8008,0.845075665570353
"7243","KMRC-1",1298168,"Navitoclax",-1.6988,0.88586135462327
"7244","KMRC-1",1298168,"Navitoclax",-1.4998,1.04628967574196
"7245","KMRC-1",1298168,"Navitoclax",-1.3009,0.939228753053521
"7246","KMRC-1",1298168,"Navitoclax",-1.1989,1.0090383937733
"7247","KMRC-1",1298168,"Navitoclax",-0.9998,1.26242021362393
"7248","KMRC-1",1298168,"Navitoclax",-0.8009,0.859208477342147
"7249","KMRC-1",1298168,"Navitoclax",-0.6989,0.90708344958778
"7250","KMRC-1",1298168,"Navitoclax",-0.4999,1.11207281033843
"7251","KMRC-1",1298168,"Navitoclax",-0.301,0.86388658576835
"7252","KMRC-1",1298168,"Navitoclax",-0.1989,0.877372516637466
"7253","KMRC-1",1298168,"Navitoclax",1e-04,1.08385194392709
"7254","KMRC-1",1298168,"Navitoclax",0.199,0.958039673251518
"7255","KMRC-1",1298168,"Navitoclax",0.301,0.883728034082335
"7256","KMRC-1",1298168,"Navitoclax",0.5,1.01806880933062
"7257","KMRC-1",1298168,"Navitoclax",0.699,0.736839009561983
"7258","KMRC-1",1298168,"Navitoclax",1,0.25694122585685
"7259","KMRC-20",1298169,"Navitoclax",-2.6987,0.985875162250274
"7260","KMRC-20",1298169,"Navitoclax",-2.3008,0.996245114031578
"7261","KMRC-20",1298169,"Navitoclax",-2.1988,0.987791192121134
"7262","KMRC-20",1298169,"Navitoclax",-1.9998,0.942241585019598
"7263","KMRC-20",1298169,"Navitoclax",-1.8008,0.878592020354355
"7264","KMRC-20",1298169,"Navitoclax",-1.6988,0.991643420598328
"7265","KMRC-20",1298169,"Navitoclax",-1.4998,0.982884337653721
"7266","KMRC-20",1298169,"Navitoclax",-1.3009,0.906045776779211
"7267","KMRC-20",1298169,"Navitoclax",-1.1989,0.933819655969393
"7268","KMRC-20",1298169,"Navitoclax",-0.9998,1.08915990531378
"7269","KMRC-20",1298169,"Navitoclax",-0.8009,0.733485170252275
"7270","KMRC-20",1298169,"Navitoclax",-0.6989,0.956953195568065
"7271","KMRC-20",1298169,"Navitoclax",-0.4999,0.992260454085998
"7272","KMRC-20",1298169,"Navitoclax",-0.301,0.906045776779211
"7273","KMRC-20",1298169,"Navitoclax",-0.1989,0.991643420598329
"7274","KMRC-20",1298169,"Navitoclax",1e-04,0.823451614022247
"7275","KMRC-20",1298169,"Navitoclax",0.199,1.06288921034543
"7276","KMRC-20",1298169,"Navitoclax",0.301,1.06874849634874
"7277","KMRC-20",1298169,"Navitoclax",0.5,0.842242591169577
"7278","KMRC-20",1298169,"Navitoclax",0.699,0.976629425584521
"7279","KMRC-20",1298169,"Navitoclax",1,0.86099482403413
"7280","KMS-11",1659817,"Navitoclax",-2.6987,0.92663957267157
"7281","KMS-11",1659817,"Navitoclax",-2.1988,0.986212670859557
"7282","KMS-11",1659817,"Navitoclax",-1.6988,0.941091275856599
"7283","KMS-11",1659817,"Navitoclax",-1.1989,0.932767176191733
"7284","KMS-11",1659817,"Navitoclax",-0.6989,0.920518165103131
"7285","KMS-11",1659817,"Navitoclax",-0.1989,0.871395440137787
"7286","KMS-11",1659817,"Navitoclax",0.301,0.810792903389292
"7287","KMS-12-BM",907281,"Navitoclax",-2.6987,0.911562408569919
"7288","KMS-12-BM",907281,"Navitoclax",-2.3008,0.97289406693461
"7289","KMS-12-BM",907281,"Navitoclax",-2.1988,1.0549876553349
"7290","KMS-12-BM",907281,"Navitoclax",-1.9998,1.03815804493308
"7291","KMS-12-BM",907281,"Navitoclax",-1.8008,1.06700116705699
"7292","KMS-12-BM",907281,"Navitoclax",-1.6988,0.919287448478347
"7293","KMS-12-BM",907281,"Navitoclax",-1.4998,1.10020760601234
"7294","KMS-12-BM",907281,"Navitoclax",-1.3009,0.483198054461309
"7295","KMS-12-BM",907281,"Navitoclax",-1.1989,0.660830967914136
"7296","KMS-12-BM",907281,"Navitoclax",-0.9998,0.736311506498887
"7297","KMS-12-BM",907281,"Navitoclax",-0.8009,0.200967907813784
"7298","KMS-12-BM",907281,"Navitoclax",-0.6989,0.158622530425365
"7299","KMS-12-BM",907281,"Navitoclax",-0.4999,0.14631982436188
"7300","KMS-12-BM",907281,"Navitoclax",-0.301,0.113861413357232
"7301","KMS-12-BM",907281,"Navitoclax",-0.1989,0.023874479650551
"7302","KMS-12-BM",907281,"Navitoclax",1e-04,0.0342728401712606
"7303","KMS-12-BM",907281,"Navitoclax",0.199,0.0859866059013786
"7304","KMS-12-BM",907281,"Navitoclax",0.301,0.0427559144034781
"7305","KMS-12-BM",907281,"Navitoclax",0.5,-0.0144429496154768
"7306","KMS-12-BM",907281,"Navitoclax",0.699,0.20618190057531
"7307","KMS-12-BM",907281,"Navitoclax",1,0.0393464988548356
"7308","KNS-42",907282,"Navitoclax",-2.6987,0.958458918088079
"7309","KNS-42",907282,"Navitoclax",-2.1988,0.85927820012101
"7310","KNS-42",907282,"Navitoclax",-1.6988,0.926907848035787
"7311","KNS-42",907282,"Navitoclax",-1.1989,0.836782145689108
"7312","KNS-42",907282,"Navitoclax",-0.6989,0.872813562011904
"7313","KNS-42",907282,"Navitoclax",-0.1989,0.931435355845982
"7314","KNS-42",907282,"Navitoclax",0.301,1.00354535003126
"7315","KNS-62",753569,"Navitoclax",-2.6987,0.919200211462272
"7316","KNS-62",753569,"Navitoclax",-2.3008,0.838488553212404
"7317","KNS-62",753569,"Navitoclax",-2.1988,1.02986450030674
"7318","KNS-62",753569,"Navitoclax",-1.9998,1.22952538839687
"7319","KNS-62",753569,"Navitoclax",-1.8008,0.822483549335134
"7320","KNS-62",753569,"Navitoclax",-1.6988,1.01312044867451
"7321","KNS-62",753569,"Navitoclax",-1.4998,1.04762172624729
"7322","KNS-62",753569,"Navitoclax",-1.3009,0.782774527739433
"7323","KNS-62",753569,"Navitoclax",-1.1989,1.0543347009454
"7324","KNS-62",753569,"Navitoclax",-0.9998,1.12813850758978
"7325","KNS-62",753569,"Navitoclax",-0.8009,0.865227451905567
"7326","KNS-62",753569,"Navitoclax",-0.6989,1.00700289851485
"7327","KNS-62",753569,"Navitoclax",-0.4999,1.08639830866058
"7328","KNS-62",753569,"Navitoclax",-0.301,0.822483549335134
"7329","KNS-62",753569,"Navitoclax",-0.1989,0.958805864886404
"7330","KNS-62",753569,"Navitoclax",1e-04,1.1758371355141
"7331","KNS-62",753569,"Navitoclax",0.199,0.794977943869407
"7332","KNS-62",753569,"Navitoclax",0.301,0.996096110879582
"7333","KNS-62",753569,"Navitoclax",0.5,1.00588152731809
"7334","KNS-62",753569,"Navitoclax",0.699,0.746132333233988
"7335","KNS-62",753569,"Navitoclax",1,0.28438128753151
"7336","KNS-81-FD",924188,"Navitoclax",-2.6987,0.89205851596445
"7337","KNS-81-FD",924188,"Navitoclax",-2.1988,0.96333804758807
"7338","KNS-81-FD",924188,"Navitoclax",-1.6988,0.89205851596445
"7339","KNS-81-FD",924188,"Navitoclax",-1.1989,0.87064854675882
"7340","KNS-81-FD",924188,"Navitoclax",-0.6989,0.82786590794548
"7341","KNS-81-FD",924188,"Navitoclax",-0.1989,0.67102109869518
"7342","KNS-81-FD",924188,"Navitoclax",0.301,0.204104731942443
"7343","KON",1298215,"Navitoclax",-2.6987,1.09509312976262
"7344","KON",1298215,"Navitoclax",-2.1988,0.823313723305969
"7345","KON",1298215,"Navitoclax",-1.6988,0.935884834709765
"7346","KON",1298215,"Navitoclax",-1.1989,0.943644157076464
"7347","KON",1298215,"Navitoclax",-0.6989,0.838832368039369
"7348","KON",1298215,"Navitoclax",-0.1989,0.8931882493307
"7349","KON",1298215,"Navitoclax",0.301,0.994140689546662
"7350","KOPN-8",1330933,"Navitoclax",-2.6987,0.980905973367004
"7351","KOPN-8",1330933,"Navitoclax",-2.3008,0.875473892737979
"7352","KOPN-8",1330933,"Navitoclax",-2.1988,0.940075888881141
"7353","KOPN-8",1330933,"Navitoclax",-1.9998,1.11825570541599
"7354","KOPN-8",1330933,"Navitoclax",-1.8008,1.01042914186851
"7355","KOPN-8",1330933,"Navitoclax",-1.6988,0.9123203186823
"7356","KOPN-8",1330933,"Navitoclax",-1.4998,0.986740594634778
"7357","KOPN-8",1330933,"Navitoclax",-1.3009,0.590953729117327
"7358","KOPN-8",1330933,"Navitoclax",-1.1989,0.539551389121364
"7359","KOPN-8",1330933,"Navitoclax",-0.9998,0.864504392544256
"7360","KOPN-8",1330933,"Navitoclax",-0.8009,0.37094935664345
"7361","KOPN-8",1330933,"Navitoclax",-0.6989,0.319421004785715
"7362","KOPN-8",1330933,"Navitoclax",-0.4999,0.595339355318578
"7363","KOPN-8",1330933,"Navitoclax",-0.301,0.200851109956756
"7364","KOPN-8",1330933,"Navitoclax",-0.1989,0.222584144720048
"7365","KOPN-8",1330933,"Navitoclax",1e-04,0.45458367844458
"7366","KOPN-8",1330933,"Navitoclax",0.199,0.277122157054633
"7367","KOPN-8",1330933,"Navitoclax",0.301,0.131609452498102
"7368","KOPN-8",1330933,"Navitoclax",0.5,0.228784119438594
"7369","KOPN-8",1330933,"Navitoclax",0.699,0.153922163875205
"7370","KOPN-8",1330933,"Navitoclax",1,0.0401193664942985
"7371","KOSC-2",753570,"Navitoclax",-2.6987,1.02934043582157
"7372","KOSC-2",753570,"Navitoclax",-2.1988,0.915982732134729
"7373","KOSC-2",753570,"Navitoclax",-1.6988,0.863085984564513
"7374","KOSC-2",753570,"Navitoclax",-1.1989,1.00164014598784
"7375","KOSC-2",753570,"Navitoclax",-0.6989,0.9109487118129
"7376","KOSC-2",753570,"Navitoclax",-0.1989,0.855521776018099
"7377","KOSC-2",753570,"Navitoclax",0.301,0.802625028447883
"7378","KP-1N",1298216,"Navitoclax",-2.6987,0.964953660500733
"7379","KP-1N",1298216,"Navitoclax",-2.3008,0.953668888780545
"7380","KP-1N",1298216,"Navitoclax",-2.1988,0.932816415448033
"7381","KP-1N",1298216,"Navitoclax",-2.0103,0.982773948728841
"7382","KP-1N",1298216,"Navitoclax",-1.9998,1.08534514448871
"7383","KP-1N",1298216,"Navitoclax",-1.8008,1.07286885196703
"7384","KP-1N",1298216,"Navitoclax",-1.6988,1.03991502947348
"7385","KP-1N",1298216,"Navitoclax",-1.4998,1.10638444349345
"7386","KP-1N",1298216,"Navitoclax",-1.4082,0.971460951646436
"7387","KP-1N",1298216,"Navitoclax",-1.3009,0.943930156258408
"7388","KP-1N",1298216,"Navitoclax",-1.1989,1.08455222005919
"7389","KP-1N",1298216,"Navitoclax",-0.9998,1.12111455989701
"7390","KP-1N",1298216,"Navitoclax",-0.8062,0.959276832559269
"7391","KP-1N",1298216,"Navitoclax",-0.8009,0.854742472315891
"7392","KP-1N",1298216,"Navitoclax",-0.6989,1.10164867263193
"7393","KP-1N",1298216,"Navitoclax",-0.4999,0.990655263466174
"7394","KP-1N",1298216,"Navitoclax",-0.301,0.82937400285768
"7395","KP-1N",1298216,"Navitoclax",-0.2041,0.972784842373206
"7396","KP-1N",1298216,"Navitoclax",-0.1989,1.02353358910693
"7397","KP-1N",1298216,"Navitoclax",1e-04,1.02853643007569
"7398","KP-1N",1298216,"Navitoclax",0.199,0.915616184593229
"7399","KP-1N",1298216,"Navitoclax",0.301,0.968618098057398
"7400","KP-1N",1298216,"Navitoclax",0.3979,0.860968321917894
"7401","KP-1N",1298216,"Navitoclax",0.5,0.879175656843822
"7402","KP-1N",1298216,"Navitoclax",0.699,0.769252597586062
"7403","KP-1N",1298216,"Navitoclax",1,0.567775427232072
"7404","KP-2",1298218,"Navitoclax",-2.6987,0.973262973234585
"7405","KP-2",1298218,"Navitoclax",-2.3008,0.9421758488313
"7406","KP-2",1298218,"Navitoclax",-2.1988,1.17590687032869
"7407","KP-2",1298218,"Navitoclax",-2.0103,0.96869616582176
"7408","KP-2",1298218,"Navitoclax",-1.9998,1.08536321037095
"7409","KP-2",1298218,"Navitoclax",-1.8008,0.982986033625606
"7410","KP-2",1298218,"Navitoclax",-1.6988,1.19787784253001
"7411","KP-2",1298218,"Navitoclax",-1.4998,1.01607464334101
"7412","KP-2",1298218,"Navitoclax",-1.4082,0.959757438692799
"7413","KP-2",1298218,"Navitoclax",-1.3009,1.05325587134184
"7414","KP-2",1298218,"Navitoclax",-1.1989,0.970810399593507
"7415","KP-2",1298218,"Navitoclax",-0.9998,1.11831104814448
"7416","KP-2",1298218,"Navitoclax",-0.8062,0.9409908096573
"7417","KP-2",1298218,"Navitoclax",-0.8009,0.971045045525344
"7418","KP-2",1298218,"Navitoclax",-0.6989,0.965956347595543
"7419","KP-2",1298218,"Navitoclax",-0.4999,0.969923143531682
"7420","KP-2",1298218,"Navitoclax",-0.301,0.959165835961558
"7421","KP-2",1298218,"Navitoclax",-0.2041,0.772529800623323
"7422","KP-2",1298218,"Navitoclax",-0.1989,0.865835138226937
"7423","KP-2",1298218,"Navitoclax",1e-04,0.864375603666599
"7424","KP-2",1298218,"Navitoclax",0.199,0.782245531535376
"7425","KP-2",1298218,"Navitoclax",0.301,0.509394435723552
"7426","KP-2",1298218,"Navitoclax",0.3979,0.473246671149726
"7427","KP-2",1298218,"Navitoclax",0.5,0.541233348580046
"7428","KP-2",1298218,"Navitoclax",0.699,0.209067706992593
"7429","KP-2",1298218,"Navitoclax",1,0.100007221275264
"7430","KP-3",1298219,"Navitoclax",-2.6987,0.953973228970508
"7431","KP-3",1298219,"Navitoclax",-2.3008,0.91967307413109
"7432","KP-3",1298219,"Navitoclax",-2.1988,1.01644660785187
"7433","KP-3",1298219,"Navitoclax",-2.0103,0.96556688655172
"7434","KP-3",1298219,"Navitoclax",-1.9998,1.06626020958257
"7435","KP-3",1298219,"Navitoclax",-1.8008,1.02294802988693
"7436","KP-3",1298219,"Navitoclax",-1.6988,1.00657514901229
"7437","KP-3",1298219,"Navitoclax",-1.4998,1.06922571941722
"7438","KP-3",1298219,"Navitoclax",-1.4082,0.934597857567111
"7439","KP-3",1298219,"Navitoclax",-1.3009,1.01705101447606
"7440","KP-3",1298219,"Navitoclax",-1.1989,1.02520595111951
"7441","KP-3",1298219,"Navitoclax",-0.9998,1.11099258424633
"7442","KP-3",1298219,"Navitoclax",-0.8062,0.920391271451871
"7443","KP-3",1298219,"Navitoclax",-0.8009,0.993432078406341
"7444","KP-3",1298219,"Navitoclax",-0.6989,0.95616306478742
"7445","KP-3",1298219,"Navitoclax",-0.4999,1.40045756000143
"7446","KP-3",1298219,"Navitoclax",-0.301,0.878363091828752
"7447","KP-3",1298219,"Navitoclax",-0.2041,0.88696344776835
"7448","KP-3",1298219,"Navitoclax",-0.1989,0.905750980562545
"7449","KP-3",1298219,"Navitoclax",1e-04,0.970770792906757
"7450","KP-3",1298219,"Navitoclax",0.199,0.795743127224077
"7451","KP-3",1298219,"Navitoclax",0.301,0.849227993246505
"7452","KP-3",1298219,"Navitoclax",0.3979,0.736260063110946
"7453","KP-3",1298219,"Navitoclax",0.5,0.905123769935446
"7454","KP-3",1298219,"Navitoclax",0.699,0.65762996802879
"7455","KP-3",1298219,"Navitoclax",1,0.230529469406256
"7456","KP-4",753572,"Navitoclax",-2.6987,0.906389894316723
"7457","KP-4",753572,"Navitoclax",-2.3008,0.860439435671192
"7458","KP-4",753572,"Navitoclax",-2.1988,0.941737577584945
"7459","KP-4",753572,"Navitoclax",-2.0103,0.990937799430875
"7460","KP-4",753572,"Navitoclax",-1.9998,1.05828605744781
"7461","KP-4",753572,"Navitoclax",-1.8008,0.866114274213829
"7462","KP-4",753572,"Navitoclax",-1.6988,0.987598623250163
"7463","KP-4",753572,"Navitoclax",-1.4998,0.948157667320533
"7464","KP-4",753572,"Navitoclax",-1.4082,0.990390695537355
"7465","KP-4",753572,"Navitoclax",-1.3009,0.829212968088406
"7466","KP-4",753572,"Navitoclax",-1.1989,1.04013545416366
"7467","KP-4",753572,"Navitoclax",-0.9998,1.08506310452428
"7468","KP-4",753572,"Navitoclax",-0.8062,0.973475788188675
"7469","KP-4",753572,"Navitoclax",-0.8009,0.823538129545769
"7470","KP-4",753572,"Navitoclax",-0.6989,0.98758862955967
"7471","KP-4",753572,"Navitoclax",-0.4999,0.951146733040697
"7472","KP-4",753572,"Navitoclax",-0.301,0.840562645173681
"7473","KP-4",753572,"Navitoclax",-0.2041,0.9806661490717
"7474","KP-4",753572,"Navitoclax",-0.1989,0.935051798646172
"7475","KP-4",753572,"Navitoclax",1e-04,0.945199737701621
"7476","KP-4",753572,"Navitoclax",0.199,0.792281950766425
"7477","KP-4",753572,"Navitoclax",0.301,1.00574716518261
"7478","KP-4",753572,"Navitoclax",0.3979,0.94935374163429
"7479","KP-4",753572,"Navitoclax",0.5,0.945199737701621
"7480","KP-4",753572,"Navitoclax",0.699,0.852672332865732
"7481","KP-4",753572,"Navitoclax",1,0.614638977439632
"7482","KP-N-RT-BM-1",924189,"Navitoclax",-2.6987,1.16117851308614
"7483","KP-N-RT-BM-1",924189,"Navitoclax",-2.1988,0.701867491103035
"7484","KP-N-RT-BM-1",924189,"Navitoclax",-1.6988,0.449990587283769
"7485","KP-N-RT-BM-1",924189,"Navitoclax",-1.1989,0.242608146777672
"7486","KP-N-RT-BM-1",924189,"Navitoclax",-0.6989,0.138942765353494
"7487","KP-N-RT-BM-1",924189,"Navitoclax",-0.1989,0.0224613248100744
"7488","KP-N-RT-BM-1",924189,"Navitoclax",0.301,0.0401867614145077
"7489","KP-N-YN",907314,"Navitoclax",-2.6987,1.04831570534195
"7490","KP-N-YN",907314,"Navitoclax",-2.1988,1.05314250242935
"7491","KP-N-YN",907314,"Navitoclax",-1.6988,0.951703950027228
"7492","KP-N-YN",907314,"Navitoclax",-1.1989,0.736772488098975
"7493","KP-N-YN",907314,"Navitoclax",-0.6989,0.364881671669092
"7494","KP-N-YN",907314,"Navitoclax",-0.1989,0.309335598380638
"7495","KP-N-YN",907314,"Navitoclax",0.301,0.253814796281124
"7496","KP-N-YS",946363,"Navitoclax",-2.6987,0.9324106043059
"7497","KP-N-YS",946363,"Navitoclax",-2.1988,1.08897914434505
"7498","KP-N-YS",946363,"Navitoclax",-1.6988,1.12808715369223
"7499","KP-N-YS",946363,"Navitoclax",-1.1989,0.880266591842992
"7500","KP-N-YS",946363,"Navitoclax",-0.6989,0.768539172468932
"7501","KP-N-YS",946363,"Navitoclax",-0.1989,0.528089753742719
"7502","KP-N-YS",946363,"Navitoclax",0.301,0.475877489954597
"7503","KS-1",907313,"Navitoclax",-2.6987,0.86074142006203
"7504","KS-1",907313,"Navitoclax",-2.3008,0.853296475695173
"7505","KS-1",907313,"Navitoclax",-2.1988,0.880891028068735
"7506","KS-1",907313,"Navitoclax",-1.9998,1.04724875637476
"7507","KS-1",907313,"Navitoclax",-1.8008,0.89953358699551
"7508","KS-1",907313,"Navitoclax",-1.6988,0.904434069186517
"7509","KS-1",907313,"Navitoclax",-1.4998,1.01282156376275
"7510","KS-1",907313,"Navitoclax",-1.3009,0.952918464293966
"7511","KS-1",907313,"Navitoclax",-1.1989,0.93803433175267
"7512","KS-1",907313,"Navitoclax",-0.9998,1.07821882504246
"7513","KS-1",907313,"Navitoclax",-0.8009,0.89953358699551
"7514","KS-1",907313,"Navitoclax",-0.6989,0.896012025351253
"7515","KS-1",907313,"Navitoclax",-0.4999,1.13328072619702
"7516","KS-1",907313,"Navitoclax",-0.301,0.860407013745386
"7517","KS-1",907313,"Navitoclax",-0.1989,1.01029863271912
