"","cell_line","COSMIC_ID","drug","log10_dose","viability"
"1410","C3A",910850,"Navitoclax",-1.8008,0.905169731201328
"1411","C3A",910850,"Navitoclax",-1.6988,1.02165789494624
"1412","C3A",910850,"Navitoclax",-1.4998,1.12225811223034
"1413","C3A",910850,"Navitoclax",-1.3009,0.849210986950494
"1414","C3A",910850,"Navitoclax",-1.1989,1.07856228886618
"1415","C3A",910850,"Navitoclax",-0.9998,0.857247814489904
"1416","C3A",910850,"Navitoclax",-0.8009,0.941137234979891
"1417","C3A",910850,"Navitoclax",-0.6989,1.09355684071546
"1418","C3A",910850,"Navitoclax",-0.4999,0.966304302385379
"1419","C3A",910850,"Navitoclax",-0.301,0.864183505965291
"1420","C3A",910850,"Navitoclax",-0.1989,1.03280129878649
"1421","C3A",910850,"Navitoclax",1e-04,0.914353389708572
"1422","C3A",910850,"Navitoclax",0.199,0.885178490729057
"1423","C3A",910850,"Navitoclax",0.301,1.07472186966211
"1424","C3A",910850,"Navitoclax",0.5,0.951042458388885
"1425","C3A",910850,"Navitoclax",0.699,0.785264111046515
"1426","C3A",910850,"Navitoclax",1,0.555598983976424
"1427","CA46",910703,"Navitoclax",-2.6987,1.04220351900447
"1428","CA46",910703,"Navitoclax",-2.3008,1.07563235157657
"1429","CA46",910703,"Navitoclax",-2.1988,1.08698476563768
"1430","CA46",910703,"Navitoclax",-1.9998,1.28033147051027
"1431","CA46",910703,"Navitoclax",-1.8008,1.05035477348571
"1432","CA46",910703,"Navitoclax",-1.6988,1.12057488264907
"1433","CA46",910703,"Navitoclax",-1.4998,1.30668697065871
"1434","CA46",910703,"Navitoclax",-1.3009,0.858071965464741
"1435","CA46",910703,"Navitoclax",-1.1989,1.08938525457748
"1436","CA46",910703,"Navitoclax",-0.9998,1.09478824721651
"1437","CA46",910703,"Navitoclax",-0.8009,0.997025248976956
"1438","CA46",910703,"Navitoclax",-0.6989,1.01101389093288
"1439","CA46",910703,"Navitoclax",-0.4999,1.14547769652536
"1440","CA46",910703,"Navitoclax",-0.301,0.924040279018924
"1441","CA46",910703,"Navitoclax",-0.1989,0.897471600487266
"1442","CA46",910703,"Navitoclax",1e-04,1.10086545639795
"1443","CA46",910703,"Navitoclax",0.199,0.988599389613338
"1444","CA46",910703,"Navitoclax",0.301,0.91025190397168
"1445","CA46",910703,"Navitoclax",0.5,0.921437110937594
"1446","CA46",910703,"Navitoclax",0.699,0.926844005740964
"1447","CA46",910703,"Navitoclax",1,0.373207550441422
"1448","CADO-ES1",753539,"Navitoclax",-2.6987,1.00689009608906
"1449","CADO-ES1",753539,"Navitoclax",-2.3008,0.937297774643573
"1450","CADO-ES1",753539,"Navitoclax",-2.1988,1.00930968565141
"1451","CADO-ES1",753539,"Navitoclax",-1.9998,1.03953794092412
"1452","CADO-ES1",753539,"Navitoclax",-1.8008,1.13911389395893
"1453","CADO-ES1",753539,"Navitoclax",-1.6988,0.841658263920067
"1454","CADO-ES1",753539,"Navitoclax",-1.4998,1.06982471393442
"1455","CADO-ES1",753539,"Navitoclax",-1.3009,0.753121928727328
"1456","CADO-ES1",753539,"Navitoclax",-1.1989,0.79007969617631
"1457","CADO-ES1",753539,"Navitoclax",-0.9998,0.915175976913712
"1458","CADO-ES1",753539,"Navitoclax",-0.8009,0.706684285933093
"1459","CADO-ES1",753539,"Navitoclax",-0.6989,0.68128247212708
"1460","CADO-ES1",753539,"Navitoclax",-0.4999,0.761639049782375
"1461","CADO-ES1",753539,"Navitoclax",-0.301,0.586586356210193
"1462","CADO-ES1",753539,"Navitoclax",-0.1989,0.559594821454737
"1463","CADO-ES1",753539,"Navitoclax",1e-04,0.573435086582646
"1464","CADO-ES1",753539,"Navitoclax",0.199,0.367230477874073
"1465","CADO-ES1",753539,"Navitoclax",0.301,0.435512873097003
"1466","CADO-ES1",753539,"Navitoclax",0.5,0.354100446480698
"1467","CADO-ES1",753539,"Navitoclax",0.699,0.29197871328832
"1468","CADO-ES1",753539,"Navitoclax",1,0.0288357749920276
"1469","CAKI-1",905963,"Navitoclax",-2.6987,0.980164487680461
"1470","CAKI-1",905963,"Navitoclax",-2.1988,0.837354199255383
"1471","CAKI-1",905963,"Navitoclax",-1.6988,0.91047393097312
"1472","CAKI-1",905963,"Navitoclax",-1.1989,0.856282165257648
"1473","CAKI-1",905963,"Navitoclax",-0.6989,0.843375506557102
"1474","CAKI-1",905963,"Navitoclax",-0.1989,1.0188844637821
"1475","CAKI-1",905963,"Navitoclax",0.301,0.902724535477186
"1476","CAL-120",906826,"Navitoclax",-2.6987,0.950985692080347
"1477","CAL-120",906826,"Navitoclax",-2.3008,1.03957668207084
"1478","CAL-120",906826,"Navitoclax",-2.1988,0.97322522104958
"1479","CAL-120",906826,"Navitoclax",-2.0103,0.982136957107369
"1480","CAL-120",906826,"Navitoclax",-1.9998,1.06301940487781
"1481","CAL-120",906826,"Navitoclax",-1.8008,0.857704662335845
"1482","CAL-120",906826,"Navitoclax",-1.6988,0.991742004105917
"1483","CAL-120",906826,"Navitoclax",-1.4998,1.02107916432594
"1484","CAL-120",906826,"Navitoclax",-1.4082,0.961649968495426
"1485","CAL-120",906826,"Navitoclax",-1.3009,0.865437867093054
"1486","CAL-120",906826,"Navitoclax",-1.1989,1.01768488968642
"1487","CAL-120",906826,"Navitoclax",-0.9998,0.96718781097964
"1488","CAL-120",906826,"Navitoclax",-0.8062,0.86556879382662
"1489","CAL-120",906826,"Navitoclax",-0.8009,0.958317300145612
"1490","CAL-120",906826,"Navitoclax",-0.6989,0.910209990753148
"1491","CAL-120",906826,"Navitoclax",-0.4999,0.827597328930442
"1492","CAL-120",906826,"Navitoclax",-0.301,0.757092024526078
"1493","CAL-120",906826,"Navitoclax",-0.2041,0.691503559127715
"1494","CAL-120",906826,"Navitoclax",-0.1989,0.589666056211432
"1495","CAL-120",906826,"Navitoclax",1e-04,0.407304157240698
"1496","CAL-120",906826,"Navitoclax",0.199,0.285083118455146
"1497","CAL-120",906826,"Navitoclax",0.301,0.28763890472605
"1498","CAL-120",906826,"Navitoclax",0.3979,0.19064366095068
"1499","CAL-120",906826,"Navitoclax",0.5,0.113908049663214
"1500","CAL-120",906826,"Navitoclax",0.699,0.104897865660813
"1501","CAL-120",906826,"Navitoclax",1,0.040824782846808
"1502","CAL-12T",753540,"Navitoclax",-2.6987,0.89226068282407
"1503","CAL-12T",753540,"Navitoclax",-2.1988,0.830013933642767
"1504","CAL-12T",753540,"Navitoclax",-1.6988,0.801246112362518
"1505","CAL-12T",753540,"Navitoclax",-1.1989,0.77252840923781
"1506","CAL-12T",753540,"Navitoclax",-0.6989,1.00723173163398
"1507","CAL-12T",753540,"Navitoclax",-0.1989,0.925789728880667
"1508","CAL-12T",753540,"Navitoclax",0.301,0.710281660056506
"1509","CAL-148",924106,"Navitoclax",-2.6987,1.11228071289076
"1510","CAL-148",924106,"Navitoclax",-2.3008,0.957826311852321
"1511","CAL-148",924106,"Navitoclax",-2.1988,0.976766721839044
"1512","CAL-148",924106,"Navitoclax",-2.0103,0.943532600013376
"1513","CAL-148",924106,"Navitoclax",-1.9998,1.16046516097586
"1514","CAL-148",924106,"Navitoclax",-1.8008,0.950527646275386
"1515","CAL-148",924106,"Navitoclax",-1.6988,1.06361928377668
"1516","CAL-148",924106,"Navitoclax",-1.4998,1.08696056115309
"1517","CAL-148",924106,"Navitoclax",-1.4082,0.813810828444727
"1518","CAL-148",924106,"Navitoclax",-1.3009,0.787067948458605
"1519","CAL-148",924106,"Navitoclax",-1.1989,0.957643889030671
"1520","CAL-148",924106,"Navitoclax",-0.9998,0.866502351458076
"1521","CAL-148",924106,"Navitoclax",-0.8062,0.788569017154588
"1522","CAL-148",924106,"Navitoclax",-0.8009,0.583617645501532
"1523","CAL-148",924106,"Navitoclax",-0.6989,0.89685800223296
"1524","CAL-148",924106,"Navitoclax",-0.4999,0.475859795885643
"1525","CAL-148",924106,"Navitoclax",-0.301,0.307560825607238
"1526","CAL-148",924106,"Navitoclax",-0.2041,0.654899326825041
"1527","CAL-148",924106,"Navitoclax",-0.1989,0.761344011181243
"1528","CAL-148",924106,"Navitoclax",1e-04,0.386767334034246
"1529","CAL-148",924106,"Navitoclax",0.199,0.19253081500408
"1530","CAL-148",924106,"Navitoclax",0.301,0.590674546126304
"1531","CAL-148",924106,"Navitoclax",0.3979,0.555362036491272
"1532","CAL-148",924106,"Navitoclax",0.5,0.236021719822229
"1533","CAL-148",924106,"Navitoclax",0.699,0.403222605404031
"1534","CAL-148",924106,"Navitoclax",1,0.11380655769311
"1535","CAL-27",910916,"Navitoclax",-2.6987,0.974218295950338
"1536","CAL-27",910916,"Navitoclax",-2.3008,0.935844386692981
"1537","CAL-27",910916,"Navitoclax",-2.1988,0.932238188651639
"1538","CAL-27",910916,"Navitoclax",-1.9998,1.11331058011102
"1539","CAL-27",910916,"Navitoclax",-1.8008,1.0443828574776
"1540","CAL-27",910916,"Navitoclax",-1.6988,1.05228343165047
"1541","CAL-27",910916,"Navitoclax",-1.4998,1.08726458007023
"1542","CAL-27",910916,"Navitoclax",-1.3009,0.850017128773269
"1543","CAL-27",910916,"Navitoclax",-1.1989,0.962007061091721
"1544","CAL-27",910916,"Navitoclax",-0.9998,0.977176819897809
"1545","CAL-27",910916,"Navitoclax",-0.8009,0.913133173828073
"1546","CAL-27",910916,"Navitoclax",-0.6989,1.01323810388937
"1547","CAL-27",910916,"Navitoclax",-0.4999,1.05325594573125
"1548","CAL-27",910916,"Navitoclax",-0.301,0.865175542941243
"1549","CAL-27",910916,"Navitoclax",-0.1989,0.964456964010064
"1550","CAL-27",910916,"Navitoclax",1e-04,0.891125796905892
"1551","CAL-27",910916,"Navitoclax",0.199,0.850017128773269
"1552","CAL-27",910916,"Navitoclax",0.301,0.868106875799583
"1553","CAL-27",910916,"Navitoclax",0.5,0.863095339719134
"1554","CAL-27",910916,"Navitoclax",0.699,0.673345019393921
"1555","CAL-27",910916,"Navitoclax",1,0.0746457099128291
"1556","CAL-29",1290730,"Navitoclax",-2.6987,0.964973047864398
"1557","CAL-29",1290730,"Navitoclax",-2.3008,0.899802357955772
"1558","CAL-29",1290730,"Navitoclax",-2.1988,0.987133268218639
"1559","CAL-29",1290730,"Navitoclax",-1.9998,1.08840833355854
"1560","CAL-29",1290730,"Navitoclax",-1.8008,0.976823894238616
"1561","CAL-29",1290730,"Navitoclax",-1.6988,0.988826929468559
"1562","CAL-29",1290730,"Navitoclax",-1.4998,0.981521825401802
"1563","CAL-29",1290730,"Navitoclax",-1.3009,0.962796671986438
"1564","CAL-29",1290730,"Navitoclax",-1.1989,0.980305139179481
"1565","CAL-29",1290730,"Navitoclax",-0.9998,1.04703842556345
"1566","CAL-29",1290730,"Navitoclax",-0.8009,0.917308917320108
"1567","CAL-29",1290730,"Navitoclax",-0.6989,0.971783348890397
"1568","CAL-29",1290730,"Navitoclax",-0.4999,0.92980944040794
"1569","CAL-29",1290730,"Navitoclax",-0.301,0.81230618573527
"1570","CAL-29",1290730,"Navitoclax",-0.1989,0.937714015747229
"1571","CAL-29",1290730,"Navitoclax",1e-04,1.03323421039566
"1572","CAL-29",1290730,"Navitoclax",0.199,0.735284649452426
"1573","CAL-29",1290730,"Navitoclax",0.301,0.936002526484152
"1574","CAL-29",1290730,"Navitoclax",0.5,0.753944593920549
"1575","CAL-29",1290730,"Navitoclax",0.699,0.518283887457251
"1576","CAL-29",1290730,"Navitoclax",1,0.0334756796837481
"1577","CAL-33",753541,"Navitoclax",-2.6987,0.966700574674235
"1578","CAL-33",753541,"Navitoclax",-2.3008,0.904741908590726
"1579","CAL-33",753541,"Navitoclax",-2.1988,1.02343743029935
"1580","CAL-33",753541,"Navitoclax",-1.9998,0.997028152943986
"1581","CAL-33",753541,"Navitoclax",-1.8008,1.04968798904251
"1582","CAL-33",753541,"Navitoclax",-1.6988,0.964664410883576
"1583","CAL-33",753541,"Navitoclax",-1.4998,0.962131127998926
"1584","CAL-33",753541,"Navitoclax",-1.3009,0.843541703498786
"1585","CAL-33",753541,"Navitoclax",-1.1989,0.891680665012171
"1586","CAL-33",753541,"Navitoclax",-0.9998,0.916522146874353
"1587","CAL-33",753541,"Navitoclax",-0.8009,0.946597995993914
"1588","CAL-33",753541,"Navitoclax",-0.6989,0.82885652805457
"1589","CAL-33",753541,"Navitoclax",-0.4999,0.822576295163343
"1590","CAL-33",753541,"Navitoclax",-0.301,0.808122421807361
"1591","CAL-33",753541,"Navitoclax",-0.1989,0.830892691845228
"1592","CAL-33",753541,"Navitoclax",1e-04,0.744731644666259
"1593","CAL-33",753541,"Navitoclax",0.199,0.920850773146864
"1594","CAL-33",753541,"Navitoclax",0.301,0.624158436974957
"1595","CAL-33",753541,"Navitoclax",0.5,0.589075610616749
"1596","CAL-33",753541,"Navitoclax",0.699,0.57943046599574
"1597","CAL-33",753541,"Navitoclax",1,0.0846156618399234
"1598","CAL-39",924107,"Navitoclax",-2.6987,1.05459528414837
"1599","CAL-39",924107,"Navitoclax",-2.3008,1.20051488354831
"1600","CAL-39",924107,"Navitoclax",-2.1988,1.03032274900573
"1601","CAL-39",924107,"Navitoclax",-1.9998,0.943263246944578
"1602","CAL-39",924107,"Navitoclax",-1.8008,0.898828827841294
"1603","CAL-39",924107,"Navitoclax",-1.6988,0.949404890570873
"1604","CAL-39",924107,"Navitoclax",-1.4998,0.975214185616658
"1605","CAL-39",924107,"Navitoclax",-1.3009,1.18167183690343
"1606","CAL-39",924107,"Navitoclax",-1.1989,1.04920452343646
"1607","CAL-39",924107,"Navitoclax",-0.9998,0.99165332292815
"1608","CAL-39",924107,"Navitoclax",-0.8009,0.983671865090488
"1609","CAL-39",924107,"Navitoclax",-0.6989,0.970967933418526
"1610","CAL-39",924107,"Navitoclax",-0.4999,0.919152512221056
"1611","CAL-39",924107,"Navitoclax",-0.301,0.625456669448833
"1612","CAL-39",924107,"Navitoclax",-0.1989,0.833404751691472
"1613","CAL-39",924107,"Navitoclax",1e-04,0.927161322706142
"1614","CAL-39",924107,"Navitoclax",0.199,0.455770594950446
"1615","CAL-39",924107,"Navitoclax",0.301,0.722851821280132
"1616","CAL-39",924107,"Navitoclax",0.5,0.580759193409109
"1617","CAL-39",924107,"Navitoclax",0.699,0.210712333872541
"1618","CAL-39",924107,"Navitoclax",1,0.169949367158332
"1619","CAL-51",910927,"Navitoclax",-2.6987,0.981596053207064
"1620","CAL-51",910927,"Navitoclax",-2.3008,1.02805470106379
"1621","CAL-51",910927,"Navitoclax",-2.1988,0.981581769005416
"1622","CAL-51",910927,"Navitoclax",-2.0103,1.00350815911257
"1623","CAL-51",910927,"Navitoclax",-1.9998,0.991525396409791
"1624","CAL-51",910927,"Navitoclax",-1.8008,1.01160973721438
"1625","CAL-51",910927,"Navitoclax",-1.6988,1.08262821147965
"1626","CAL-51",910927,"Navitoclax",-1.4998,0.948902015237029
"1627","CAL-51",910927,"Navitoclax",-1.4082,1.07045500182229
"1628","CAL-51",910927,"Navitoclax",-1.3009,0.904631372906092
"1629","CAL-51",910927,"Navitoclax",-1.1989,0.942000246232429
"1630","CAL-51",910927,"Navitoclax",-0.9998,0.986867874626012
"1631","CAL-51",910927,"Navitoclax",-0.8062,1.02812399820122
"1632","CAL-51",910927,"Navitoclax",-0.8009,0.731830103556601
"1633","CAL-51",910927,"Navitoclax",-0.6989,0.992523467469543
"1634","CAL-51",910927,"Navitoclax",-0.4999,0.988749701609357
"1635","CAL-51",910927,"Navitoclax",-0.301,0.768852797039551
"1636","CAL-51",910927,"Navitoclax",-0.2041,0.929691540389416
"1637","CAL-51",910927,"Navitoclax",-0.1989,1.00479359668716
"1638","CAL-51",910927,"Navitoclax",1e-04,0.939398788971137
"1639","CAL-51",910927,"Navitoclax",0.199,0.855253431714297
"1640","CAL-51",910927,"Navitoclax",0.301,0.973396921459789
"1641","CAL-51",910927,"Navitoclax",0.3979,0.917877997529717
"1642","CAL-51",910927,"Navitoclax",0.5,0.757190891308764
"1643","CAL-51",910927,"Navitoclax",0.699,0.303308391852046
"1644","CAL-51",910927,"Navitoclax",1,0.0676101786834128
"1645","CAL-54",910952,"Navitoclax",-2.6987,0.937850625840583
"1646","CAL-54",910952,"Navitoclax",-2.3008,0.907709199417372
"1647","CAL-54",910952,"Navitoclax",-2.1988,1.05815046245933
"1648","CAL-54",910952,"Navitoclax",-1.9998,1.14313670208605
"1649","CAL-54",910952,"Navitoclax",-1.8008,0.842504416198483
"1650","CAL-54",910952,"Navitoclax",-1.6988,1.01986283605688
"1651","CAL-54",910952,"Navitoclax",-1.4998,0.958751241646626
"1652","CAL-54",910952,"Navitoclax",-1.3009,0.848454662575872
"1653","CAL-54",910952,"Navitoclax",-1.1989,1.02807550330464
"1654","CAL-54",910952,"Navitoclax",-0.9998,1.00905595344683
"1655","CAL-54",910952,"Navitoclax",-0.8009,0.955063243504093
"1656","CAL-54",910952,"Navitoclax",-0.6989,0.99528206544425
"1657","CAL-54",910952,"Navitoclax",-0.4999,1.00629451637084
"1658","CAL-54",910952,"Navitoclax",-0.301,0.984690511924843
"1659","CAL-54",910952,"Navitoclax",-0.1989,0.926890864321797
"1660","CAL-54",910952,"Navitoclax",1e-04,0.810476807619241
"1661","CAL-54",910952,"Navitoclax",0.199,0.919547710439052
"1662","CAL-54",910952,"Navitoclax",0.301,0.760062118487517
"1663","CAL-54",910952,"Navitoclax",0.5,0.51096546690383
"1664","CAL-54",910952,"Navitoclax",0.699,0.39239307044224
"1665","CAL-54",910952,"Navitoclax",1,0.352670443602041
"1666","CAL-62",906828,"Navitoclax",-2.6987,0.934008863036624
"1667","CAL-62",906828,"Navitoclax",-2.3008,0.958297060305418
"1668","CAL-62",906828,"Navitoclax",-2.1988,0.970243764847467
"1669","CAL-62",906828,"Navitoclax",-1.9998,1.09348946091283
"1670","CAL-62",906828,"Navitoclax",-1.8008,1.08820162307997
"1671","CAL-62",906828,"Navitoclax",-1.6988,0.887222560001003
"1672","CAL-62",906828,"Navitoclax",-1.4998,0.996398579425647
"1673","CAL-62",906828,"Navitoclax",-1.3009,0.946697138578118
"1674","CAL-62",906828,"Navitoclax",-1.1989,1.14990190486338
"1675","CAL-62",906828,"Navitoclax",-0.9998,1.15234734468058
"1676","CAL-62",906828,"Navitoclax",-0.8009,0.967567290639787
"1677","CAL-62",906828,"Navitoclax",-0.6989,1.0185622324322
"1678","CAL-62",906828,"Navitoclax",-0.4999,0.987563740178082
"1679","CAL-62",906828,"Navitoclax",-0.301,1.00006163204743
"1680","CAL-62",906828,"Navitoclax",-0.1989,1.00196115056506
"1681","CAL-62",906828,"Navitoclax",1e-04,0.914022168880406
"1682","CAL-62",906828,"Navitoclax",0.199,0.87015706927288
"1683","CAL-62",906828,"Navitoclax",0.301,0.923441666301031
"1684","CAL-62",906828,"Navitoclax",0.5,0.808096448145662
"1685","CAL-62",906828,"Navitoclax",0.699,0.72171204582959
"1686","CAL-62",906828,"Navitoclax",1,0.207973830963495
"1687","CAL-72",906827,"Navitoclax",-2.6987,1.02370244872341
"1688","CAL-72",906827,"Navitoclax",-2.3008,0.770171622144872
"1689","CAL-72",906827,"Navitoclax",-2.1988,1.03692002475497
"1690","CAL-72",906827,"Navitoclax",-1.9998,1.31156582183856
"1691","CAL-72",906827,"Navitoclax",-1.8008,0.861159273704541
"1692","CAL-72",906827,"Navitoclax",-1.6988,0.976113644643225
"1693","CAL-72",906827,"Navitoclax",-1.4998,0.869018992347849
"1694","CAL-72",906827,"Navitoclax",-1.3009,0.721200794394736
"1695","CAL-72",906827,"Navitoclax",-1.1989,0.986676644735398
"1696","CAL-72",906827,"Navitoclax",-0.9998,1.13312795252999
"1697","CAL-72",906827,"Navitoclax",-0.8009,0.749236410281585
"1698","CAL-72",906827,"Navitoclax",-0.6989,1.02702066864765
"1699","CAL-72",906827,"Navitoclax",-0.4999,0.811954726064152
"1700","CAL-72",906827,"Navitoclax",-0.301,0.938092517300046
"1701","CAL-72",906827,"Navitoclax",-0.1989,1.04217387296835
"1702","CAL-72",906827,"Navitoclax",1e-04,0.968956149792334
"1703","CAL-72",906827,"Navitoclax",0.199,0.896075693490512
"1704","CAL-72",906827,"Navitoclax",0.301,0.99024373115396
"1705","CAL-72",906827,"Navitoclax",0.5,0.697751502048742
"1706","CAL-72",906827,"Navitoclax",0.699,0.714246790454134
"1707","CAL-72",906827,"Navitoclax",1,0.0696711156879957
"1708","CAL-78",1290765,"Navitoclax",-2.6987,0.922335121135492
"1709","CAL-78",1290765,"Navitoclax",-2.3008,0.977043690414216
"1710","CAL-78",1290765,"Navitoclax",-2.1988,0.973485041602087
"1711","CAL-78",1290765,"Navitoclax",-1.9998,1.03652004545215
"1712","CAL-78",1290765,"Navitoclax",-1.8008,0.883439134117062
"1713","CAL-78",1290765,"Navitoclax",-1.6988,1.06047470225956
"1714","CAL-78",1290765,"Navitoclax",-1.4998,0.947034989133217
"1715","CAL-78",1290765,"Navitoclax",-1.3009,0.951045446422328
"1716","CAL-78",1290765,"Navitoclax",-1.1989,1.04511098988498
"1717","CAL-78",1290765,"Navitoclax",-0.9998,1.01416265072399
"1718","CAL-78",1290765,"Navitoclax",-0.8009,0.92504720243044
"1719","CAL-78",1290765,"Navitoclax",-0.6989,0.933523329798514
"1720","CAL-78",1290765,"Navitoclax",-0.4999,0.924622116998778
"1721","CAL-78",1290765,"Navitoclax",-0.301,0.90943737810895
"1722","CAL-78",1290765,"Navitoclax",-0.1989,1.00161615955624
"1723","CAL-78",1290765,"Navitoclax",1e-04,0.902264722270612
"1724","CAL-78",1290765,"Navitoclax",0.199,0.831497035765068
"1725","CAL-78",1290765,"Navitoclax",0.301,0.963688667509584
"1726","CAL-78",1290765,"Navitoclax",0.5,0.792086593411711
"1727","CAL-78",1290765,"Navitoclax",0.699,0.706727220456718
"1728","CAL-78",1290765,"Navitoclax",1,0.360805237042577
"1729","CAL-85-1",910852,"Navitoclax",-2.6987,0.992106564999996
"1730","CAL-85-1",910852,"Navitoclax",-2.3008,0.849965248358812
"1731","CAL-85-1",910852,"Navitoclax",-2.1988,0.968453466232758
"1732","CAL-85-1",910852,"Navitoclax",-2.0103,0.967833179070286
"1733","CAL-85-1",910852,"Navitoclax",-1.9998,1.00013581638222
"1734","CAL-85-1",910852,"Navitoclax",-1.8008,1.02361115097186
"1735","CAL-85-1",910852,"Navitoclax",-1.6988,0.968453466232758
"1736","CAL-85-1",910852,"Navitoclax",-1.4998,0.967288532158962
"1737","CAL-85-1",910852,"Navitoclax",-1.4082,0.962287648060841
"1738","CAL-85-1",910852,"Navitoclax",-1.3009,0.916768259585401
"1739","CAL-85-1",910852,"Navitoclax",-1.1989,0.988469091679111
"1740","CAL-85-1",910852,"Navitoclax",-0.9998,0.972335862236711
"1741","CAL-85-1",910852,"Navitoclax",-0.8062,0.9970051983601
"1742","CAL-85-1",910852,"Navitoclax",-0.8009,0.900067506778754
"1743","CAL-85-1",910852,"Navitoclax",-0.6989,0.8920093934053
"1744","CAL-85-1",910852,"Navitoclax",-0.4999,0.939515003825378
"1745","CAL-85-1",910852,"Navitoclax",-0.301,0.796543802665582
"1746","CAL-85-1",910852,"Navitoclax",-0.2041,0.922464412081895
"1747","CAL-85-1",910852,"Navitoclax",-0.1989,0.95935026074907
"1748","CAL-85-1",910852,"Navitoclax",1e-04,0.846046907045275
"1749","CAL-85-1",910852,"Navitoclax",0.199,0.676354284559166
"1750","CAL-85-1",910852,"Navitoclax",0.301,0.737292988908472
"1751","CAL-85-1",910852,"Navitoclax",0.3979,0.775181390909109
"1752","CAL-85-1",910852,"Navitoclax",0.5,0.656626687164083
"1753","CAL-85-1",910852,"Navitoclax",0.699,0.662887725822998
"1754","CAL-85-1",910852,"Navitoclax",1,0.338443395020044
"1755","CAMA-1",946382,"Navitoclax",-2.6987,1.00240368815238
"1756","CAMA-1",946382,"Navitoclax",-2.3008,1.03854149857755
"1757","CAMA-1",946382,"Navitoclax",-2.1988,1.01942739780438
"1758","CAMA-1",946382,"Navitoclax",-2.0103,0.995013370332309
"1759","CAMA-1",946382,"Navitoclax",-1.9998,0.967072957224829
"1760","CAMA-1",946382,"Navitoclax",-1.8008,0.908785359502552
"1761","CAMA-1",946382,"Navitoclax",-1.6988,1.03928591874107
"1762","CAMA-1",946382,"Navitoclax",-1.4998,1.04541598218667
"1763","CAMA-1",946382,"Navitoclax",-1.4082,0.93194607163009
"1764","CAMA-1",946382,"Navitoclax",-1.3009,0.852210708041089
"1765","CAMA-1",946382,"Navitoclax",-1.1989,1.04354555664004
"1766","CAMA-1",946382,"Navitoclax",-0.9998,1.07947506898227
"1767","CAMA-1",946382,"Navitoclax",-0.8062,0.957592086289754
"1768","CAMA-1",946382,"Navitoclax",-0.8009,0.765695010267712
"1769","CAMA-1",946382,"Navitoclax",-0.6989,0.971502760954943
"1770","CAMA-1",946382,"Navitoclax",-0.4999,0.956883732514012
"1771","CAMA-1",946382,"Navitoclax",-0.301,0.812277707901828
"1772","CAMA-1",946382,"Navitoclax",-0.2041,0.862643100717718
"1773","CAMA-1",946382,"Navitoclax",-0.1989,0.880402909303708
"1774","CAMA-1",946382,"Navitoclax",1e-04,0.854742098787046
"1775","CAMA-1",946382,"Navitoclax",0.199,0.732411707623307
"1776","CAMA-1",946382,"Navitoclax",0.301,0.780991569069106
"1777","CAMA-1",946382,"Navitoclax",0.3979,0.737733885410392
"1778","CAMA-1",946382,"Navitoclax",0.5,0.701511834866684
"1779","CAMA-1",946382,"Navitoclax",0.699,0.321481378565838
"1780","CAMA-1",946382,"Navitoclax",1,0.0644447354433816
"1781","CAPAN-1",753624,"Navitoclax",-2.6987,0.967487907001704
"1782","CAPAN-1",753624,"Navitoclax",-2.3008,0.801894632525738
"1783","CAPAN-1",753624,"Navitoclax",-2.1988,0.994551442969961
"1784","CAPAN-1",753624,"Navitoclax",-2.0103,0.943752115300694
"1785","CAPAN-1",753624,"Navitoclax",-1.9998,1.02758928125025
"1786","CAPAN-1",753624,"Navitoclax",-1.8008,0.848973498539989
"1787","CAPAN-1",753624,"Navitoclax",-1.6988,0.991170713493219
"1788","CAPAN-1",753624,"Navitoclax",-1.4998,1.09994171296782
"1789","CAPAN-1",753624,"Navitoclax",-1.4082,0.975025394274205
"1790","CAPAN-1",753624,"Navitoclax",-1.3009,0.878328556172404
"1791","CAPAN-1",753624,"Navitoclax",-1.1989,1.07575975102907
"1792","CAPAN-1",753624,"Navitoclax",-0.9998,0.905137742224229
"1793","CAPAN-1",753624,"Navitoclax",-0.8062,0.94514946122731
"1794","CAPAN-1",753624,"Navitoclax",-0.8009,0.972424747199579
"1795","CAPAN-1",753624,"Navitoclax",-0.6989,0.964107177524962
"1796","CAPAN-1",753624,"Navitoclax",-0.4999,1.0554350641496
"1797","CAPAN-1",753624,"Navitoclax",-0.301,0.784232365145228
"1798","CAPAN-1",753624,"Navitoclax",-0.2041,0.923381988487861
"1799","CAPAN-1",753624,"Navitoclax",-0.1989,0.879518139989116
"1800","CAPAN-1",753624,"Navitoclax",1e-04,0.765967082503407
"1801","CAPAN-1",753624,"Navitoclax",0.199,0.831311231159479
"1802","CAPAN-1",753624,"Navitoclax",0.301,0.784804614177374
"1803","CAPAN-1",753624,"Navitoclax",0.3979,0.838071524065332
"1804","CAPAN-1",753624,"Navitoclax",0.5,0.838319514220972
"1805","CAPAN-1",753624,"Navitoclax",0.699,0.734896573261557
"1806","CAPAN-1",753624,"Navitoclax",1,0.13763637690257
"1807","CAPAN-2",910915,"Navitoclax",-2.6987,0.963445193265245
"1808","CAPAN-2",910915,"Navitoclax",-2.3008,0.8415032689989
"1809","CAPAN-2",910915,"Navitoclax",-2.1988,1.02646502543675
"1810","CAPAN-2",910915,"Navitoclax",-2.0103,0.867325918768156
