,drug,cell_line,name,tissue,histology,log10_dose,viability
1,CISPLATIN,924238,K5,thyroid,carcinoma,-1.408239965,0.931629456
2,CISPLATIN,924238,K5,thyroid,carcinoma,-1.10720997,0.772517773
3,CISPLATIN,924238,K5,thyroid,carcinoma,-0.806179974,0.747044089
4,CISPLATIN,924238,K5,thyroid,carcinoma,-0.505149978,0.856572056
5,CISPLATIN,924238,K5,thyroid,carcinoma,-0.204119983,0.878914987
6,CISPLATIN,924238,K5,thyroid,carcinoma,0.096910013,0.8394336
7,CISPLATIN,924238,K5,thyroid,carcinoma,0.397940009,0.82394121
8,CISPLATIN,924238,K5,thyroid,carcinoma,0.698970004,0.287605977
9,CISPLATIN,924238,K5,thyroid,carcinoma,1,0.22461973
10,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,-1.408239965,1
11,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,-1.10720997,1
12,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,-0.806179974,1
13,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,-0.505149978,1
14,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,-0.204119983,1
15,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,0.096910013,0.915975555
16,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,0.397940009,1
17,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,0.698970004,0.70404873
18,CISPLATIN,946369,D-336MG,central_nervous_system,glioma,1,0.676032003
19,CISPLATIN,1240218,SU8686,pancreas,carcinoma,-1.408239965,1
20,CISPLATIN,1240218,SU8686,pancreas,carcinoma,-1.10720997,1
21,CISPLATIN,1240218,SU8686,pancreas,carcinoma,-0.806179974,0.904961493
22,CISPLATIN,1240218,SU8686,pancreas,carcinoma,-0.505149978,0.89439895
23,CISPLATIN,1240218,SU8686,pancreas,carcinoma,-0.204119983,0.93332982
24,CISPLATIN,1240218,SU8686,pancreas,carcinoma,0.096910013,1
25,CISPLATIN,1240218,SU8686,pancreas,carcinoma,0.397940009,0.788460916
26,CISPLATIN,1240218,SU8686,pancreas,carcinoma,0.698970004,0.723555567
27,CISPLATIN,1240218,SU8686,pancreas,carcinoma,1,0.495342108
28,CISPLATIN,753608,PC-14,lung,carcinoma,-1.408239965,0.937806753
29,CISPLATIN,753608,PC-14,lung,carcinoma,-1.10720997,0.960015967
30,CISPLATIN,753608,PC-14,lung,carcinoma,-0.806179974,0.918300301
31,CISPLATIN,753608,PC-14,lung,carcinoma,-0.505149978,0.928092185
32,CISPLATIN,753608,PC-14,lung,carcinoma,-0.204119983,0.922555943
33,CISPLATIN,753608,PC-14,lung,carcinoma,0.096910013,0.97849607
34,CISPLATIN,753608,PC-14,lung,carcinoma,0.397940009,0.854948562
35,CISPLATIN,753608,PC-14,lung,carcinoma,0.698970004,0.625315761
36,CISPLATIN,753608,PC-14,lung,carcinoma,1,0.392361996
37,CISPLATIN,1240146,HCC-827,lung,carcinoma,-1.408239965,0.846110861
38,CISPLATIN,1240146,HCC-827,lung,carcinoma,-1.10720997,0.982386107
39,CISPLATIN,1240146,HCC-827,lung,carcinoma,-0.806179974,1
40,CISPLATIN,1240146,HCC-827,lung,carcinoma,-0.505149978,1
41,CISPLATIN,1240146,HCC-827,lung,carcinoma,-0.204119983,1
42,CISPLATIN,1240146,HCC-827,lung,carcinoma,0.096910013,1
43,CISPLATIN,1240146,HCC-827,lung,carcinoma,0.397940009,0.601303824
44,CISPLATIN,1240146,HCC-827,lung,carcinoma,0.698970004,0.417950301
45,CISPLATIN,1240146,HCC-827,lung,carcinoma,1,0.59467636
46,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,-1.408239965,0.869001462
47,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,-1.10720997,0.918842346
48,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,-0.806179974,0.846067667
49,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,-0.505149978,0.869959613
50,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,-0.204119983,0.924073259
51,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,0.096910013,0.885426238
52,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,0.397940009,0.884414381
53,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,0.698970004,0.647126597
54,CISPLATIN,1240153,IGR-37,skin,malignant_melanoma,1,0.565534686
55,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,-1.408239965,1
56,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,-1.10720997,1
57,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,-0.806179974,1
58,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,-0.505149978,1
59,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,-0.204119983,1
60,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,0.096910013,1
61,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,0.397940009,1
62,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,0.698970004,1
63,CISPLATIN,925339,MMAC-SF,skin,malignant_melanoma,1,1
64,CISPLATIN,925340,MKN45,stomach,carcinoma,-1.408239965,0.792353812
65,CISPLATIN,925340,MKN45,stomach,carcinoma,-1.10720997,0.891726618
66,CISPLATIN,925340,MKN45,stomach,carcinoma,-0.806179974,0.909210471
67,CISPLATIN,925340,MKN45,stomach,carcinoma,-0.505149978,0.843144357
68,CISPLATIN,925340,MKN45,stomach,carcinoma,-0.204119983,1
69,CISPLATIN,925340,MKN45,stomach,carcinoma,0.096910013,1
70,CISPLATIN,925340,MKN45,stomach,carcinoma,0.397940009,0.812161164
71,CISPLATIN,925340,MKN45,stomach,carcinoma,0.698970004,0.622219886
72,CISPLATIN,925340,MKN45,stomach,carcinoma,1,0.427794831
73,CISPLATIN,753554,EBC-1,lung,carcinoma,-1.408239965,0.95275803
74,CISPLATIN,753554,EBC-1,lung,carcinoma,-1.10720997,0.935395099
75,CISPLATIN,753554,EBC-1,lung,carcinoma,-0.806179974,1
76,CISPLATIN,753554,EBC-1,lung,carcinoma,-0.505149978,0.929278679
77,CISPLATIN,753554,EBC-1,lung,carcinoma,-0.204119983,0.961529213
78,CISPLATIN,753554,EBC-1,lung,carcinoma,0.096910013,0.981623927
79,CISPLATIN,753554,EBC-1,lung,carcinoma,0.397940009,0.977089858
80,CISPLATIN,753554,EBC-1,lung,carcinoma,0.698970004,0.896492192
81,CISPLATIN,753554,EBC-1,lung,carcinoma,1,0.785526608
82,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,-1.408239965,1
83,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,-1.10720997,1
84,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,-0.806179974,1
85,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,-0.505149978,1
86,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,-0.204119983,1
87,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,0.096910013,1
88,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,0.397940009,0.997479495
89,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,0.698970004,0.767340259
90,CISPLATIN,1240209,RERF-GC-1B,stomach,carcinoma,1,0.392825463
91,CISPLATIN,908128,Mewo,skin,malignant_melanoma,-1.408239965,0.89761035
92,CISPLATIN,908128,Mewo,skin,malignant_melanoma,-1.10720997,0.95922896
93,CISPLATIN,908128,Mewo,skin,malignant_melanoma,-0.806179974,1
94,CISPLATIN,908128,Mewo,skin,malignant_melanoma,-0.505149978,0.928836513
95,CISPLATIN,908128,Mewo,skin,malignant_melanoma,-0.204119983,1
96,CISPLATIN,908128,Mewo,skin,malignant_melanoma,0.096910013,0.943290263
97,CISPLATIN,908128,Mewo,skin,malignant_melanoma,0.397940009,0.836289925
98,CISPLATIN,908128,Mewo,skin,malignant_melanoma,0.698970004,0.820586071
99,CISPLATIN,908128,Mewo,skin,malignant_melanoma,1,0.56297621
100,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,-1.408239965,1
101,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,-1.10720997,1
102,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,-0.806179974,1
103,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,-0.505149978,0.960569892
104,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,-0.204119983,0.96111787
105,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,0.096910013,0.898118137
106,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,0.397940009,0.680553404
107,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,0.698970004,0.837870076
108,CISPLATIN,909732,SK-UT-1,soft_tissue,leiomyosarcoma,1,0.496256206
109,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,-1.408239965,1
110,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,-1.10720997,1
111,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,-0.806179974,0.774503371
112,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,-0.505149978,0.587224266
113,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,-0.204119983,0.769964922
114,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,0.096910013,0.805205979
115,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,0.397940009,0.551744939
116,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,0.698970004,0.610393049
117,CISPLATIN,909726,SK-MEL-30,skin,malignant_melanoma,1,0.356126434
118,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,-1.408239965,0.530717544
119,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,-1.10720997,1
120,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,-0.806179974,1
121,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,-0.505149978,1
122,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,-0.204119983,1
123,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,0.096910013,1
124,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,0.397940009,0.989410499
125,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,0.698970004,0.800266299
126,CISPLATIN,907058,HMV-II,skin,malignant_melanoma,1,0.661142815
127,CISPLATIN,687563,A172,central_nervous_system,glioma,-1.408239965,1
128,CISPLATIN,687563,A172,central_nervous_system,glioma,-1.10720997,1
129,CISPLATIN,687563,A172,central_nervous_system,glioma,-0.806179974,1
130,CISPLATIN,687563,A172,central_nervous_system,glioma,-0.505149978,0.774756641
131,CISPLATIN,687563,A172,central_nervous_system,glioma,-0.204119983,0.927975177
132,CISPLATIN,687563,A172,central_nervous_system,glioma,0.096910013,0.810362892
133,CISPLATIN,687563,A172,central_nervous_system,glioma,0.397940009,0.955871762
134,CISPLATIN,687563,A172,central_nervous_system,glioma,0.698970004,0.93577346
135,CISPLATIN,687563,A172,central_nervous_system,glioma,1,0.761464113
136,CISPLATIN,930299,TT,thyroid,carcinoma,-1.408239965,0.926385978
137,CISPLATIN,930299,TT,thyroid,carcinoma,-1.10720997,0.981823486
138,CISPLATIN,930299,TT,thyroid,carcinoma,-0.806179974,0.933914052
139,CISPLATIN,930299,TT,thyroid,carcinoma,-0.505149978,0.962387066
140,CISPLATIN,930299,TT,thyroid,carcinoma,-0.204119983,0.859858061
141,CISPLATIN,930299,TT,thyroid,carcinoma,0.096910013,0.90857952
142,CISPLATIN,930299,TT,thyroid,carcinoma,0.397940009,0.888036968
143,CISPLATIN,930299,TT,thyroid,carcinoma,0.698970004,0.815069535
144,CISPLATIN,930299,TT,thyroid,carcinoma,1,0.686819734
145,CISPLATIN,1240178,ML-1,thyroid,carcinoma,-1.408239965,0.756978732
146,CISPLATIN,1240178,ML-1,thyroid,carcinoma,-1.10720997,0.821153274
147,CISPLATIN,1240178,ML-1,thyroid,carcinoma,-0.806179974,0.818459504
148,CISPLATIN,1240178,ML-1,thyroid,carcinoma,-0.505149978,0.832899252
149,CISPLATIN,1240178,ML-1,thyroid,carcinoma,-0.204119983,0.790065458
150,CISPLATIN,1240178,ML-1,thyroid,carcinoma,0.096910013,0.745575424
151,CISPLATIN,1240178,ML-1,thyroid,carcinoma,0.397940009,0.594895657
152,CISPLATIN,1240178,ML-1,thyroid,carcinoma,0.698970004,0.660374249
153,CISPLATIN,1240178,ML-1,thyroid,carcinoma,1,0.382544745
154,CISPLATIN,753572,KP-4,pancreas,carcinoma,-1.408239965,1
155,CISPLATIN,753572,KP-4,pancreas,carcinoma,-1.10720997,1
156,CISPLATIN,753572,KP-4,pancreas,carcinoma,-0.806179974,0.98125552
157,CISPLATIN,753572,KP-4,pancreas,carcinoma,-0.505149978,1
158,CISPLATIN,753572,KP-4,pancreas,carcinoma,-0.204119983,1
159,CISPLATIN,753572,KP-4,pancreas,carcinoma,0.096910013,0.85797588
160,CISPLATIN,753572,KP-4,pancreas,carcinoma,0.397940009,0.922102316
161,CISPLATIN,753572,KP-4,pancreas,carcinoma,0.698970004,0.457419936
162,CISPLATIN,753572,KP-4,pancreas,carcinoma,1,0.499288306
163,CISPLATIN,905934,PC-3,prostate,carcinoma,-1.408239965,1
164,CISPLATIN,905934,PC-3,prostate,carcinoma,-1.10720997,1
165,CISPLATIN,905934,PC-3,prostate,carcinoma,-0.806179974,1
166,CISPLATIN,905934,PC-3,prostate,carcinoma,-0.505149978,1
167,CISPLATIN,905934,PC-3,prostate,carcinoma,-0.204119983,1
168,CISPLATIN,905934,PC-3,prostate,carcinoma,0.096910013,0.810880963
169,CISPLATIN,905934,PC-3,prostate,carcinoma,0.397940009,0.738603014
170,CISPLATIN,905934,PC-3,prostate,carcinoma,0.698970004,0.782711903
171,CISPLATIN,905934,PC-3,prostate,carcinoma,1,0.499949639
172,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.408239965,1
173,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.10720997,0.786131959
174,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.806179974,0.951310044
175,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.505149978,1
176,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.204119983,0.905116356
177,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.096910013,1
178,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.397940009,0.787244669
179,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.698970004,0.751216617
180,CISPLATIN,924104,BCPAP,thyroid,carcinoma,1,1
181,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,-1.408239965,1
182,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,-1.10720997,1
183,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,-0.806179974,1
184,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,-0.505149978,1
185,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,-0.204119983,0.961340983
186,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,0.096910013,1
187,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,0.397940009,1
188,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,0.698970004,1
189,CISPLATIN,1240174,MFE-319,endometrium,carcinoma,1,1
190,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.408239965,1
191,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.10720997,0.976802965
192,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.806179974,0.914733966
193,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.505149978,1
194,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.204119983,0.940385327
195,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.096910013,0.839856641
196,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.397940009,0.692836593
197,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.698970004,0.476796534
198,CISPLATIN,753566,J82,urinary_tract,carcinoma,1,0.276207621
199,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,-1.408239965,1
200,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,-1.10720997,0.868803525
201,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,-0.806179974,0.876909873
202,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,-0.505149978,0.983770377
203,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,-0.204119983,0.966629641
204,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,0.096910013,0.731464662
205,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,0.397940009,0.688803055
206,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,0.698970004,0.597012181
207,CISPLATIN,724838,UM-UC-3,urinary_tract,carcinoma,1,0.233844649
208,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.408239965,1
209,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.10720997,1
210,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.806179974,0.915183987
211,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.505149978,0.983262626
212,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.204119983,1
213,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.096910013,0.663907799
214,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.397940009,0.657776954
215,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.698970004,0.563910932
216,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,1,0.387749345
217,CISPLATIN,1240155,IM-95,stomach,carcinoma,-1.408239965,1
218,CISPLATIN,1240155,IM-95,stomach,carcinoma,-1.10720997,0.845204065
219,CISPLATIN,1240155,IM-95,stomach,carcinoma,-0.806179974,1
220,CISPLATIN,1240155,IM-95,stomach,carcinoma,-0.505149978,1
221,CISPLATIN,1240155,IM-95,stomach,carcinoma,-0.204119983,1
222,CISPLATIN,1240155,IM-95,stomach,carcinoma,0.096910013,1
223,CISPLATIN,1240155,IM-95,stomach,carcinoma,0.397940009,0.811545769
224,CISPLATIN,1240155,IM-95,stomach,carcinoma,0.698970004,1
225,CISPLATIN,1240155,IM-95,stomach,carcinoma,1,0.904896918
226,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,-1.408239965,0.978110769
227,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,-1.10720997,0.995816964
228,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,-0.806179974,0.985893609
229,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,-0.505149978,0.977250023
230,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,-0.204119983,1
231,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,0.096910013,0.946071405
232,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,0.397940009,0.838859537
233,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,0.698970004,0.755173497
234,CISPLATIN,1240223,TT2609-C02,thyroid,carcinoma,1,0.674660555
235,CISPLATIN,908129,MFE-280,endometrium,carcinoma,-1.408239965,1
236,CISPLATIN,908129,MFE-280,endometrium,carcinoma,-1.10720997,0.982499804
237,CISPLATIN,908129,MFE-280,endometrium,carcinoma,-0.806179974,1
238,CISPLATIN,908129,MFE-280,endometrium,carcinoma,-0.505149978,0.818178593
239,CISPLATIN,908129,MFE-280,endometrium,carcinoma,-0.204119983,1
240,CISPLATIN,908129,MFE-280,endometrium,carcinoma,0.096910013,0.914327517
241,CISPLATIN,908129,MFE-280,endometrium,carcinoma,0.397940009,0.839300324
242,CISPLATIN,908129,MFE-280,endometrium,carcinoma,0.698970004,0.772248925
243,CISPLATIN,908129,MFE-280,endometrium,carcinoma,1,0.754537461
244,CISPLATIN,1240220,SW156,kidney,carcinoma,-1.408239965,1
245,CISPLATIN,1240220,SW156,kidney,carcinoma,-1.10720997,1
246,CISPLATIN,1240220,SW156,kidney,carcinoma,-0.806179974,0.990016607
247,CISPLATIN,1240220,SW156,kidney,carcinoma,-0.505149978,0.988048776
248,CISPLATIN,1240220,SW156,kidney,carcinoma,-0.204119983,0.91014039
249,CISPLATIN,1240220,SW156,kidney,carcinoma,0.096910013,0.865491196
250,CISPLATIN,1240220,SW156,kidney,carcinoma,0.397940009,0.757182135
251,CISPLATIN,1240220,SW156,kidney,carcinoma,0.698970004,0.617222292
252,CISPLATIN,1240220,SW156,kidney,carcinoma,1,0.358508332
253,CISPLATIN,905950,ACHN,kidney,carcinoma,-1.408239965,1
254,CISPLATIN,905950,ACHN,kidney,carcinoma,-1.10720997,1
255,CISPLATIN,905950,ACHN,kidney,carcinoma,-0.806179974,1
256,CISPLATIN,905950,ACHN,kidney,carcinoma,-0.505149978,1
257,CISPLATIN,905950,ACHN,kidney,carcinoma,-0.204119983,1
258,CISPLATIN,905950,ACHN,kidney,carcinoma,0.096910013,0.727676299
259,CISPLATIN,905950,ACHN,kidney,carcinoma,0.397940009,0.720278794
260,CISPLATIN,905950,ACHN,kidney,carcinoma,0.698970004,0.597274495
261,CISPLATIN,905950,ACHN,kidney,carcinoma,1,0.432011603
262,CISPLATIN,687799,NCI-H1648,lung,carcinoma,-1.408239965,0.701634434
263,CISPLATIN,687799,NCI-H1648,lung,carcinoma,-1.10720997,1
264,CISPLATIN,687799,NCI-H1648,lung,carcinoma,-0.806179974,1
265,CISPLATIN,687799,NCI-H1648,lung,carcinoma,-0.505149978,1
266,CISPLATIN,687799,NCI-H1648,lung,carcinoma,-0.204119983,0.865949211
267,CISPLATIN,687799,NCI-H1648,lung,carcinoma,0.096910013,0.961530317
268,CISPLATIN,687799,NCI-H1648,lung,carcinoma,0.397940009,0.764349055
269,CISPLATIN,687799,NCI-H1648,lung,carcinoma,0.698970004,0.775892923
270,CISPLATIN,687799,NCI-H1648,lung,carcinoma,1,0.814451912
271,CISPLATIN,909778,UACC-893,breast,carcinoma,-1.408239965,1
272,CISPLATIN,909778,UACC-893,breast,carcinoma,-1.10720997,1
273,CISPLATIN,909778,UACC-893,breast,carcinoma,-0.806179974,1
274,CISPLATIN,909778,UACC-893,breast,carcinoma,-0.505149978,1
275,CISPLATIN,909778,UACC-893,breast,carcinoma,-0.204119983,0.965419939
276,CISPLATIN,909778,UACC-893,breast,carcinoma,0.096910013,1
277,CISPLATIN,909778,UACC-893,breast,carcinoma,0.397940009,0.861003544
278,CISPLATIN,909778,UACC-893,breast,carcinoma,0.698970004,0.891573611
279,CISPLATIN,909778,UACC-893,breast,carcinoma,1,0.536397835
280,CISPLATIN,1240137,H2810,pleura,mesothelioma,-1.408239965,1
281,CISPLATIN,1240137,H2810,pleura,mesothelioma,-1.10720997,1
282,CISPLATIN,1240137,H2810,pleura,mesothelioma,-0.806179974,1
283,CISPLATIN,1240137,H2810,pleura,mesothelioma,-0.505149978,0.974359543
284,CISPLATIN,1240137,H2810,pleura,mesothelioma,-0.204119983,0.881559227
285,CISPLATIN,1240137,H2810,pleura,mesothelioma,0.096910013,0.969055319
286,CISPLATIN,1240137,H2810,pleura,mesothelioma,0.397940009,0.654988577
287,CISPLATIN,1240137,H2810,pleura,mesothelioma,0.698970004,0.463926326
288,CISPLATIN,1240137,H2810,pleura,mesothelioma,1,0.729043104
289,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,-1.408239965,1
290,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,-1.10720997,1
291,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,-0.806179974,1
292,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,-0.505149978,1
293,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,-0.204119983,1
294,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,0.096910013,1
295,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,0.397940009,0.857015975
296,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,0.698970004,0.766934109
297,CISPLATIN,909744,SW13,adrenal_gland,adrenal_cortical_carcinoma,1,0.475356457
298,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,-1.408239965,1
299,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,-1.10720997,1
300,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,-0.806179974,1
301,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,-0.505149978,0.776612962
302,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,-0.204119983,1
303,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,0.096910013,0.533963374
304,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,0.397940009,0.836367454
305,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,0.698970004,0.47703414
306,CISPLATIN,1240166,KYM-1,soft_tissue,rhabdomyosarcoma,1,0.124916283
307,CISPLATIN,908138,MKN1,stomach,carcinoma,-1.408239965,1
308,CISPLATIN,908138,MKN1,stomach,carcinoma,-1.10720997,1
309,CISPLATIN,908138,MKN1,stomach,carcinoma,-0.806179974,0.977670203
310,CISPLATIN,908138,MKN1,stomach,carcinoma,-0.505149978,0.799470982
311,CISPLATIN,908138,MKN1,stomach,carcinoma,-0.204119983,0.723766063
312,CISPLATIN,908138,MKN1,stomach,carcinoma,0.096910013,0.821656636
313,CISPLATIN,908138,MKN1,stomach,carcinoma,0.397940009,0.927512626
314,CISPLATIN,908138,MKN1,stomach,carcinoma,0.698970004,0.621524632
315,CISPLATIN,908138,MKN1,stomach,carcinoma,1,0.748800227
316,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,-1.408239965,1
317,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,-1.10720997,1
318,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,-0.806179974,1
319,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,-0.505149978,0.97839865
320,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,-0.204119983,1
321,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,0.096910013,0.701402728
322,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,0.397940009,0.746054191
323,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,0.698970004,1
324,CISPLATIN,1240224,VMRC-RCW,kidney,carcinoma,1,0.744025354
325,CISPLATIN,909755,SW837,large_intestine,carcinoma,-1.408239965,0.968369544
326,CISPLATIN,909755,SW837,large_intestine,carcinoma,-1.10720997,1
327,CISPLATIN,909755,SW837,large_intestine,carcinoma,-0.806179974,0.951450388
328,CISPLATIN,909755,SW837,large_intestine,carcinoma,-0.505149978,0.825539327
329,CISPLATIN,909755,SW837,large_intestine,carcinoma,-0.204119983,0.94454607
330,CISPLATIN,909755,SW837,large_intestine,carcinoma,0.096910013,1
331,CISPLATIN,909755,SW837,large_intestine,carcinoma,0.397940009,0.985470907
332,CISPLATIN,909755,SW837,large_intestine,carcinoma,0.698970004,1
333,CISPLATIN,909755,SW837,large_intestine,carcinoma,1,0.780605952
334,CISPLATIN,905954,SK-MEL-28,skin,malignant_melanoma,-1.408239965,1
335,CISPLATIN,905954,SK-MEL-28,skin,malignant_melanoma,-1.10720997,1
336,CISPLATIN,905954,SK-MEL-28,skin,malignant_melanoma,-0.806179974,1
337,CISPLATIN,905954,SK-MEL-28,skin,malignant_melanoma,-0.505149978,1
338,CISPLATIN,905954,SK-MEL-28,skin,malignant_melanoma,-0.204119983,0.827174243
