,drug,cell_line,name,tissue,histology,log10_dose,viability 
1128,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-2.397711202,0.933813411
1129,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-2.221619943,0.926907268
1130,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-1.897749337,0.933296035
1131,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-1.721658078,0.959448914
1132,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-1.397787471,0.932156314
1133,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-1.221696212,0.92616928
1134,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-0.897825605,0.943706058
1135,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-0.721734346,0.97872179
1136,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-0.721734346,0.930925926
1137,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-0.39786374,0.953727708
1138,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,-0.221772481,0.938328701
1139,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,0.102098126,0.883299993
1140,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,0.278189385,0.825922937
1141,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,0.602059991,0.612499111
1142,CISPLATIN,908134,MHH-ES-1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,0.77815125,0.578108972
1143,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-2.397711202,0.940929237
1144,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-2.221619943,0.956732994
1145,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-1.897749337,0.918959266
1146,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-1.721658078,0.952170056
1147,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-1.397787471,0.930195806
1148,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-1.221696212,0.951264704
1149,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-0.897825605,0.927094415
1150,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-0.721734346,0.959734896
1151,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-0.721734346,0.959205716
1152,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-0.39786374,0.936451091
1153,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,-0.221772481,0.934660568
1154,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,0.102098126,0.902310646
1155,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,0.278189385,0.944612205
1156,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,0.602059991,0.882504949
1157,CISPLATIN,909740,SNU-C2B,large_intestine,carcinoma,0.77815125,0.903173785
1158,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-2.397711202,0.928429347
1159,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-2.221619943,0.947799068
1160,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.897749337,0.902862775
1161,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.721658078,0.966479797
1162,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.397787471,0.901884117
1163,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-1.221696212,0.976667068
1164,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.897825605,0.951934031
1165,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.721734346,0.972070772
1166,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.721734346,1
1167,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.39786374,0.940698031
1168,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,-0.221772481,0.97156125
1169,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.102098126,0.947600319
1170,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.278189385,0.983114203
1171,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.602059991,0.939421051
1172,CISPLATIN,909776,U-2-OS,bone,osteosarcoma,0.77815125,0.896585594
1173,CISPLATIN,753608,PC-14,lung,carcinoma,-2.397711202,0.937482175
1174,CISPLATIN,753608,PC-14,lung,carcinoma,-2.221619943,0.930115131
1175,CISPLATIN,753608,PC-14,lung,carcinoma,-1.897749337,0.934238497
1176,CISPLATIN,753608,PC-14,lung,carcinoma,-1.721658078,0.945577733
1177,CISPLATIN,753608,PC-14,lung,carcinoma,-1.397787471,0.937279713
1178,CISPLATIN,753608,PC-14,lung,carcinoma,-1.221696212,0.962250285
1179,CISPLATIN,753608,PC-14,lung,carcinoma,-0.897825605,0.949815282
1180,CISPLATIN,753608,PC-14,lung,carcinoma,-0.721734346,0.980246844
1181,CISPLATIN,753608,PC-14,lung,carcinoma,-0.721734346,0.952583293
1182,CISPLATIN,753608,PC-14,lung,carcinoma,-0.39786374,0.931747987
1183,CISPLATIN,753608,PC-14,lung,carcinoma,-0.221772481,0.933480031
1184,CISPLATIN,753608,PC-14,lung,carcinoma,0.102098126,0.904817056
1185,CISPLATIN,753608,PC-14,lung,carcinoma,0.278189385,0.946830547
1186,CISPLATIN,753608,PC-14,lung,carcinoma,0.602059991,0.869632338
1187,CISPLATIN,753608,PC-14,lung,carcinoma,0.77815125,0.876898594
1188,CISPLATIN,905962,SW620,large_intestine,carcinoma,-2.397711202,0.929154781
1189,CISPLATIN,905962,SW620,large_intestine,carcinoma,-2.221619943,0.923565362
1190,CISPLATIN,905962,SW620,large_intestine,carcinoma,-1.897749337,0.922964225
1191,CISPLATIN,905962,SW620,large_intestine,carcinoma,-1.721658078,0.953826619
1192,CISPLATIN,905962,SW620,large_intestine,carcinoma,-1.397787471,0.946762248
1193,CISPLATIN,905962,SW620,large_intestine,carcinoma,-1.221696212,0.951215177
1194,CISPLATIN,905962,SW620,large_intestine,carcinoma,-0.897825605,0.943625303
1195,CISPLATIN,905962,SW620,large_intestine,carcinoma,-0.721734346,0.99393025
1196,CISPLATIN,905962,SW620,large_intestine,carcinoma,-0.721734346,0.932097241
1197,CISPLATIN,905962,SW620,large_intestine,carcinoma,-0.39786374,0.938258617
1198,CISPLATIN,905962,SW620,large_intestine,carcinoma,-0.221772481,0.910659791
1199,CISPLATIN,905962,SW620,large_intestine,carcinoma,0.102098126,0.84002063
1200,CISPLATIN,905962,SW620,large_intestine,carcinoma,0.278189385,0.800992637
1201,CISPLATIN,905962,SW620,large_intestine,carcinoma,0.602059991,0.744804351
1202,CISPLATIN,905962,SW620,large_intestine,carcinoma,0.77815125,0.638774462
1203,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-2.397711202,0.910952328
1204,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-2.221619943,0.929704555
1205,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-1.897749337,0.92158091
1206,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-1.721658078,0.93711572
1207,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-1.397787471,0.937772867
1208,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-1.221696212,0.916974624
1209,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-0.897825605,0.916861984
1210,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-0.721734346,0.946565617
1211,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-0.721734346,0.952797716
1212,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-0.39786374,0.943527151
1213,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,-0.221772481,0.928611114
1214,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,0.102098126,0.914770947
1215,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,0.278189385,0.910458353
1216,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,0.602059991,0.77771256
1217,CISPLATIN,905937,HCT-15,large_intestine,carcinoma,0.77815125,0.812863053
1218,CISPLATIN,907055,HGC-27,stomach,carcinoma,-2.397711202,1
1219,CISPLATIN,907055,HGC-27,stomach,carcinoma,-2.221619943,0.985070785
1220,CISPLATIN,907055,HGC-27,stomach,carcinoma,-1.897749337,0.99181879
1221,CISPLATIN,907055,HGC-27,stomach,carcinoma,-1.721658078,1
1222,CISPLATIN,907055,HGC-27,stomach,carcinoma,-1.397787471,1
1223,CISPLATIN,907055,HGC-27,stomach,carcinoma,-1.221696212,1
1224,CISPLATIN,907055,HGC-27,stomach,carcinoma,-0.897825605,0.947269117
1225,CISPLATIN,907055,HGC-27,stomach,carcinoma,-0.721734346,1
1226,CISPLATIN,907055,HGC-27,stomach,carcinoma,-0.39786374,1
1227,CISPLATIN,907055,HGC-27,stomach,carcinoma,-0.221772481,1
1228,CISPLATIN,907055,HGC-27,stomach,carcinoma,0.102098126,0.887483154
1229,CISPLATIN,907055,HGC-27,stomach,carcinoma,0.278189385,0.841761944
1230,CISPLATIN,907055,HGC-27,stomach,carcinoma,0.602059991,0.873935465
1231,CISPLATIN,907055,HGC-27,stomach,carcinoma,0.77815125,0.605087863
1232,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-2.397711202,1
1233,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-2.221619943,0.928412282
1234,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.897749337,0.978700679
1235,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.721658078,1
1236,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.397787471,0.950133204
1237,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-1.221696212,0.974793916
1238,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.897825605,0.99769093
1239,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.721734346,1
1240,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.39786374,1
1241,CISPLATIN,924104,BCPAP,thyroid,carcinoma,-0.221772481,0.967629577
1242,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.102098126,0.94586402
1243,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.278189385,1
1244,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.602059991,0.961250442
1245,CISPLATIN,924104,BCPAP,thyroid,carcinoma,0.77815125,0.939121477
1246,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-2.397711202,0.910144559
1247,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-2.221619943,0.907011084
1248,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-1.897749337,0.968318117
1249,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-1.721658078,0.894205101
1250,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-1.397787471,0.9643609
1251,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-1.221696212,0.996720017
1252,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-0.897825605,1
1253,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-0.721734346,0.993535282
1254,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-0.39786374,0.998862209
1255,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,-0.221772481,0.996720017
1256,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,0.102098126,1
1257,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,0.278189385,0.894205101
1258,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,0.602059991,1
1259,CISPLATIN,909729,SK-MG-1,central_nervous_system,glioma,0.77815125,0.955083808
1260,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-2.397711202,1
1261,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-2.221619943,0.933427131
1262,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-1.897749337,1
1263,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-1.721658078,1
1264,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-1.397787471,0.996024649
1265,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-1.221696212,1
1266,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-0.897825605,0.973031851
1267,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-0.721734346,1
1268,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-0.39786374,1
1269,CISPLATIN,687800,NCI-H1650,lung,carcinoma,-0.221772481,1
1270,CISPLATIN,687800,NCI-H1650,lung,carcinoma,0.102098126,1
1271,CISPLATIN,687800,NCI-H1650,lung,carcinoma,0.278189385,1
1272,CISPLATIN,687800,NCI-H1650,lung,carcinoma,0.602059991,1
1273,CISPLATIN,687800,NCI-H1650,lung,carcinoma,0.77815125,1
1274,CISPLATIN,905947,786-0,kidney,carcinoma,-2.397711202,0.983724579
1275,CISPLATIN,905947,786-0,kidney,carcinoma,-2.221619943,0.901087749
1276,CISPLATIN,905947,786-0,kidney,carcinoma,-1.897749337,0.980425472
1277,CISPLATIN,905947,786-0,kidney,carcinoma,-1.721658078,1
1278,CISPLATIN,905947,786-0,kidney,carcinoma,-1.397787471,0.980425472
1279,CISPLATIN,905947,786-0,kidney,carcinoma,-1.221696212,0.978058561
1280,CISPLATIN,905947,786-0,kidney,carcinoma,-0.897825605,0.991756009
1281,CISPLATIN,905947,786-0,kidney,carcinoma,-0.721734346,0.973663516
1282,CISPLATIN,905947,786-0,kidney,carcinoma,-0.39786374,0.953548369
1283,CISPLATIN,905947,786-0,kidney,carcinoma,-0.221772481,0.892274648
1284,CISPLATIN,905947,786-0,kidney,carcinoma,0.102098126,0.682817367
1285,CISPLATIN,905947,786-0,kidney,carcinoma,0.278189385,0.674547347
1286,CISPLATIN,905947,786-0,kidney,carcinoma,0.602059991,0.40472671
1287,CISPLATIN,905947,786-0,kidney,carcinoma,0.77815125,0.503002532
1288,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-2.397711202,0.9451116
1289,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-2.221619943,0.814199511
1290,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-1.897749337,0.999409231
1291,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-1.721658078,0.995236049
1292,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-1.397787471,1
1293,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-1.221696212,1
1294,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-0.897825605,1
1295,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-0.721734346,1
1296,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-0.39786374,1
1297,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,-0.221772481,1
1298,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,0.102098126,1
1299,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,0.278189385,1
1300,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,0.602059991,1
1301,CISPLATIN,910695,TGBC24TKB,biliary_tract,carcinoma,0.77815125,0.99910504
1302,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-2.397711202,0.941096654
1303,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-2.221619943,1
1304,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-1.897749337,0.968144315
1305,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-1.721658078,1
1306,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-1.397787471,0.968668065
1307,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-1.221696212,0.93028744
1308,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-0.897825605,1
1309,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-0.721734346,1
1310,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-0.39786374,0.963226758
1311,CISPLATIN,1298218,KP-2,pancreas,carcinoma,-0.221772481,0.974955334
1312,CISPLATIN,1298218,KP-2,pancreas,carcinoma,0.102098126,0.968467214
1313,CISPLATIN,1298218,KP-2,pancreas,carcinoma,0.278189385,1
1314,CISPLATIN,1298218,KP-2,pancreas,carcinoma,0.602059991,0.976278021
1315,CISPLATIN,1298218,KP-2,pancreas,carcinoma,0.77815125,0.939227249
1316,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-2.408239965,0.995713507
1317,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-2.397711202,0.909983882
1318,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-2.221619943,1
1319,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.897749337,0.928431522
1320,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.806179974,0.946950517
1321,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.721658078,1
1322,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.397787471,0.912342233
1323,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.221696212,1
1324,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-1.204119983,0.969809966
1325,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-0.897825605,1
1326,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-0.721734346,1
1327,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-0.602059991,0.962978144
1328,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-0.39786374,1
1329,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,-0.221772481,0.846382638
1330,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0,1
1331,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0.102098126,0.976213427
1332,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0.278189385,1
1333,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0.301029996,1
1334,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0.602059991,0.952170279
1335,CISPLATIN,1290922,HDQ-P1,breast,carcinoma,0.77815125,0.995899166
1336,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-2.397711202,1
1337,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-2.221619943,0.689905874
1338,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-1.897749337,1
1339,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-1.721658078,0.682961121
1340,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-1.397787471,1
1341,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-1.221696212,0.980031426
1342,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-0.897825605,1
1343,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-0.721734346,0.740971662
1344,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-0.39786374,0.958891294
1345,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,-0.221772481,0.731015898
1346,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,0.102098126,1
1347,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,0.278189385,0.655109262
1348,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,0.602059991,0.985889211
1349,CISPLATIN,908458,NCI-H716,large_intestine,carcinoma,0.77815125,0.752772886
1350,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,1
1351,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,0.863044462
1352,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,0.988248505
1353,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,0.923097842
1354,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,0.987004433
1355,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,1
1356,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,0.972032466
1357,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,0.875552312
1358,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.956264204
1359,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,0.885561208
1360,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.95706648
1361,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.790496314
1362,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.977526046
1363,CISPLATIN,908136,MHH-PREB-1,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.77815125,0.786741342
1364,CISPLATIN,1240141,H513,pleura,mesothelioma,-2.397711202,1
1365,CISPLATIN,1240141,H513,pleura,mesothelioma,-2.221619943,0.866712579
1366,CISPLATIN,1240141,H513,pleura,mesothelioma,-1.897749337,0.96034656
1367,CISPLATIN,1240141,H513,pleura,mesothelioma,-1.721658078,0.983983373
1368,CISPLATIN,1240141,H513,pleura,mesothelioma,-1.397787471,0.970042509
1369,CISPLATIN,1240141,H513,pleura,mesothelioma,-1.221696212,1
1370,CISPLATIN,1240141,H513,pleura,mesothelioma,-0.897825605,0.972992068
1371,CISPLATIN,1240141,H513,pleura,mesothelioma,-0.721734346,0.994249141
1372,CISPLATIN,1240141,H513,pleura,mesothelioma,-0.39786374,0.93143027
1373,CISPLATIN,1240141,H513,pleura,mesothelioma,-0.221772481,0.837916778
1374,CISPLATIN,1240141,H513,pleura,mesothelioma,0.102098126,0.69949638
1375,CISPLATIN,1240141,H513,pleura,mesothelioma,0.278189385,0.792657009
1376,CISPLATIN,1240141,H513,pleura,mesothelioma,0.602059991,0.63777144
1377,CISPLATIN,1240141,H513,pleura,mesothelioma,0.77815125,0.712424761
1378,CISPLATIN,907071,HuH-7,liver,carcinoma,-2.397711202,1
1379,CISPLATIN,907071,HuH-7,liver,carcinoma,-2.221619943,0.947856587
1380,CISPLATIN,907071,HuH-7,liver,carcinoma,-1.897749337,0.975720545
1381,CISPLATIN,907071,HuH-7,liver,carcinoma,-1.721658078,0.969753381
1382,CISPLATIN,907071,HuH-7,liver,carcinoma,-1.397787471,0.945952852
1383,CISPLATIN,907071,HuH-7,liver,carcinoma,-1.221696212,1
1384,CISPLATIN,907071,HuH-7,liver,carcinoma,-0.897825605,0.931791857
1385,CISPLATIN,907071,HuH-7,liver,carcinoma,-0.721734346,0.995318748
1386,CISPLATIN,907071,HuH-7,liver,carcinoma,-0.39786374,0.961431695
1387,CISPLATIN,907071,HuH-7,liver,carcinoma,-0.221772481,0.966084808
1388,CISPLATIN,907071,HuH-7,liver,carcinoma,0.102098126,0.919362056
1389,CISPLATIN,907071,HuH-7,liver,carcinoma,0.278189385,0.984351244
1390,CISPLATIN,907071,HuH-7,liver,carcinoma,0.602059991,1
1391,CISPLATIN,907071,HuH-7,liver,carcinoma,0.77815125,0.896725853
1392,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-2.397711202,0.981954935
1393,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-2.221619943,1
1394,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-1.897749337,0.953542668
1395,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-1.721658078,1
1396,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-1.397787471,0.976817488
1397,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-1.221696212,1
1398,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-0.897825605,0.977950409
1399,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-0.721734346,1
1400,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-0.39786374,0.977950409
1401,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,-0.221772481,0.751485981
1402,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,0.102098126,0.937763028
1403,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,0.278189385,0.540769226
1404,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,0.602059991,0.80916262
1405,CISPLATIN,907065,HT-1197,urinary_tract,carcinoma,0.77815125,0.958354028
1406,CISPLATIN,753566,J82,urinary_tract,carcinoma,-2.397711202,0.889649898
1407,CISPLATIN,753566,J82,urinary_tract,carcinoma,-2.221619943,0.887666983
1408,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.897749337,0.919879059
1409,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.721658078,0.961942844
1410,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.397787471,0.960870354
1411,CISPLATIN,753566,J82,urinary_tract,carcinoma,-1.221696212,1
1412,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.897825605,0.922259765
1413,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.721734346,1
1414,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.39786374,0.8145438
1415,CISPLATIN,753566,J82,urinary_tract,carcinoma,-0.221772481,1
1416,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.102098126,0.706773126
1417,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.278189385,1
1418,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.602059991,0.598533556
1419,CISPLATIN,753566,J82,urinary_tract,carcinoma,0.77815125,1
1420,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-2.397711202,1
1421,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-2.221619943,0.789637599
1422,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-1.897749337,0.900577316
1423,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-1.721658078,0.904514716
1424,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-1.397787471,0.855106091
1425,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-1.221696212,0.668965111
1426,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-0.897825605,1
1427,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-0.721734346,0.781438223
1428,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-0.39786374,0.873404564
1429,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,-0.221772481,0.588602643
1430,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,0.102098126,0.703150365
1431,CISPLATIN,688086,SK-N-DZ,autonomic_ganglia,neuroblastoma,0.278189385,0.559883363
