,drug,cell_line,name,tissue,histology,log10_dose,viability
26,CISPLATIN,908127,MES-SA,soft_tissue,sarcoma,0.278189385,0.738620601
27,CISPLATIN,908127,MES-SA,soft_tissue,sarcoma,0.602059991,0.656916817
28,CISPLATIN,908127,MES-SA,soft_tissue,sarcoma,0.77815125,0.584816394
29,CISPLATIN,1298533,PL4,pancreas,carcinoma,-2.397711202,0.994141082
30,CISPLATIN,1298533,PL4,pancreas,carcinoma,-2.221619943,0.998428938
31,CISPLATIN,1298533,PL4,pancreas,carcinoma,-1.897749337,1
32,CISPLATIN,1298533,PL4,pancreas,carcinoma,-1.721658078,0.928063521
33,CISPLATIN,1298533,PL4,pancreas,carcinoma,-1.397787471,1
34,CISPLATIN,1298533,PL4,pancreas,carcinoma,-1.221696212,0.895018815
35,CISPLATIN,1298533,PL4,pancreas,carcinoma,-0.897825605,1
36,CISPLATIN,1298533,PL4,pancreas,carcinoma,-0.721734346,0.976168565
37,CISPLATIN,1298533,PL4,pancreas,carcinoma,-0.39786374,0.975935428
38,CISPLATIN,1298533,PL4,pancreas,carcinoma,-0.221772481,0.929572699
39,CISPLATIN,1298533,PL4,pancreas,carcinoma,0.102098126,0.950254723
40,CISPLATIN,1298533,PL4,pancreas,carcinoma,0.278189385,0.837921587
41,CISPLATIN,1298533,PL4,pancreas,carcinoma,0.602059991,0.833314108
42,CISPLATIN,1298533,PL4,pancreas,carcinoma,0.77815125,0.744761296
43,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-2.397711202,0.987775949
44,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-2.221619943,0.96249559
45,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-1.897749337,0.962832397
46,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-1.721658078,1
47,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-1.397787471,1
48,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-1.221696212,1
49,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-0.897825605,0.961830697
50,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-0.721734346,1
51,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-0.39786374,0.997755844
52,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,-0.221772481,1
53,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,0.102098126,0.903732304
54,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,0.278189385,0.902545764
55,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,0.602059991,0.781904834
56,CISPLATIN,909250,OS-RC-2,kidney,carcinoma,0.77815125,0.69277736
57,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-2.397711202,0.988691169
58,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-2.221619943,0.899393033
59,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-1.897749337,0.9441667
60,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-1.721658078,0.84227907
61,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-1.397787471,0.999929429
62,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-1.221696212,0.967794654
63,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-0.897825605,0.943757351
64,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-0.721734346,0.872803443
65,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-0.39786374,0.994454259
66,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,-0.221772481,0.755077932
67,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,0.102098126,0.872779133
68,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,0.278189385,0.622129981
69,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,0.602059991,0.582813463
70,CISPLATIN,1299081,WM793B,skin,malignant_melanoma,0.77815125,0.498045226
71,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-2.397711202,1
72,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-2.221619943,0.949329892
73,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-1.897749337,0.955359671
74,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-1.721658078,0.906749183
75,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-1.397787471,0.995181964
76,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-1.221696212,1
77,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-0.897825605,1
78,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-0.721734346,0.961855171
79,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-0.39786374,0.968649484
80,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,-0.221772481,1
81,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,0.102098126,0.9363111
82,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,0.278189385,1
83,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,0.602059991,0.871970971
84,CISPLATIN,1298222,KYSE-50,oesophagus,carcinoma,0.77815125,1
85,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,0.960742917
86,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,0.993657074
87,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,0.894987988
88,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,1
89,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,1
90,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,1
91,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,1
92,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,1
93,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.948026907
94,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,0.891416118
95,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.44477788
96,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.557015991
97,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.149961561
98,CISPLATIN,907277,KE-37,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.77815125,0.128976698
99,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,1
100,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,1
101,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,1
102,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,1
103,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,0.964789083
104,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,1
105,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,0.931135761
106,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,1
107,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.965234716
108,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,1
109,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.781626478
110,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.727595332
111,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.272032936
112,CISPLATIN,998184,Jurkat,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.77815125,0.208120878
113,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,1
114,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,1
115,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,1
116,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,1
117,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,1
118,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,1
119,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,0.993730875
120,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,1
121,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.891116981
122,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,0.822492071
123,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.688248657
124,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.581183177
125,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.466156881
126,CISPLATIN,909976,KM-H2,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.77815125,0.485824668
127,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,0.987179035
128,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,0.998411635
129,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,0.997173754
130,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,1
131,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,0.98612353
132,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,0.881082861
133,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,0.938267459
134,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,0.935118335
135,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.903080598
136,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,0.62165762
137,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.355998927
138,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.129206544
139,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.031941554
140,CISPLATIN,906800,697,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.77815125,0.050437731
141,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-2.397711202,0.987159452
142,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-2.221619943,0.828788614
143,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-1.897749337,0.977407092
144,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-1.721658078,0.879053228
145,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-1.397787471,1
146,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-1.221696212,1
147,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-0.897825605,1
148,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-0.721734346,1
149,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-0.39786374,1
150,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,-0.221772481,1
151,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,0.102098126,0.819069351
152,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,0.278189385,0.715726099
153,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,0.602059991,0.631254337
154,CISPLATIN,687562,8-MG-BA,central_nervous_system,glioma,0.77815125,0.472816983
155,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-2.397711202,0.999037439
156,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-2.221619943,1
157,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-1.897749337,1
158,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-1.721658078,1
159,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-1.397787471,1
160,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-1.221696212,1
161,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-0.897825605,1
162,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-0.721734346,1
163,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-0.39786374,0.930924405
164,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,-0.221772481,0.959320088
165,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,0.102098126,0.992695407
166,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,0.278189385,1
167,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,0.602059991,0.949034822
168,CISPLATIN,1240201,PA-TU-8988T,pancreas,carcinoma,0.77815125,0.971566334
169,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-2.397711202,1
170,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-2.221619943,0.844054639
171,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-1.897749337,0.95522323
172,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-1.721658078,0.861146057
173,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-1.397787471,0.925517528
174,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-1.221696212,0.912360757
175,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-0.897825605,0.920092135
176,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-0.721734346,0.883894912
177,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-0.39786374,0.822836939
178,CISPLATIN,906864,FTC-133,thyroid,carcinoma,-0.221772481,0.832680211
179,CISPLATIN,906864,FTC-133,thyroid,carcinoma,0.102098126,0.752574749
180,CISPLATIN,906864,FTC-133,thyroid,carcinoma,0.278189385,0.559485513
181,CISPLATIN,906864,FTC-133,thyroid,carcinoma,0.602059991,0.531037863
182,CISPLATIN,906864,FTC-133,thyroid,carcinoma,0.77815125,0.46843054
183,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-2.397711202,0.974435073
184,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-2.221619943,0.959873232
185,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-1.897749337,1
186,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-1.721658078,0.967562098
187,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-1.397787471,1
188,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-1.221696212,1
189,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-0.897825605,1
190,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-0.721734346,1
191,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-0.39786374,0.957056618
192,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,-0.221772481,0.759801698
193,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,0.102098126,0.815752347
194,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,0.278189385,0.813664015
195,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,0.602059991,0.465353504
196,CISPLATIN,1298169,KMRC-20,kidney,carcinoma,0.77815125,0.459734653
197,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-2.397711202,0.996585371
198,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-2.221619943,1
199,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-1.897749337,0.983144487
200,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-1.721658078,0.911721393
201,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-1.397787471,1
202,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-1.221696212,0.980994997
203,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-0.897825605,0.999525726
204,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-0.721734346,1
205,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-0.39786374,1
206,CISPLATIN,924244,NCI-H1975,lung,carcinoma,-0.221772481,0.962158911
207,CISPLATIN,924244,NCI-H1975,lung,carcinoma,0.102098126,0.990596203
208,CISPLATIN,924244,NCI-H1975,lung,carcinoma,0.278189385,0.927774057
209,CISPLATIN,924244,NCI-H1975,lung,carcinoma,0.602059991,0.962689106
210,CISPLATIN,924244,NCI-H1975,lung,carcinoma,0.77815125,0.985098144
211,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-2.397711202,0.934295538
212,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-2.221619943,1
213,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-1.897749337,0.910142284
214,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-1.721658078,1
215,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-1.397787471,1
216,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-1.221696212,0.956524856
217,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-0.897825605,0.910157025
218,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-0.721734346,0.984163669
219,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-0.39786374,0.957916181
220,CISPLATIN,1480364,OVCA420,ovary,carcinoma,-0.221772481,0.842573463
221,CISPLATIN,1480364,OVCA420,ovary,carcinoma,0.102098126,0.996661678
222,CISPLATIN,1480364,OVCA420,ovary,carcinoma,0.278189385,1
223,CISPLATIN,1480364,OVCA420,ovary,carcinoma,0.602059991,0.899957592
224,CISPLATIN,1480364,OVCA420,ovary,carcinoma,0.77815125,1
225,CISPLATIN,749709,HCC1954,breast,carcinoma,-2.408239965,0.939576715
226,CISPLATIN,749709,HCC1954,breast,carcinoma,-2.397711202,1
227,CISPLATIN,749709,HCC1954,breast,carcinoma,-2.221619943,0.932461614
228,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.897749337,0.987299653
229,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.806179974,0.985279146
230,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.721658078,1
231,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.397787471,0.984291536
232,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.221696212,0.97547917
233,CISPLATIN,749709,HCC1954,breast,carcinoma,-1.204119983,0.991765532
234,CISPLATIN,749709,HCC1954,breast,carcinoma,-0.897825605,0.981980364
235,CISPLATIN,749709,HCC1954,breast,carcinoma,-0.721734346,1
236,CISPLATIN,749709,HCC1954,breast,carcinoma,-0.602059991,0.978933286
237,CISPLATIN,749709,HCC1954,breast,carcinoma,-0.39786374,0.985829134
238,CISPLATIN,749709,HCC1954,breast,carcinoma,-0.221772481,1
239,CISPLATIN,749709,HCC1954,breast,carcinoma,0,0.916291817
240,CISPLATIN,749709,HCC1954,breast,carcinoma,0.102098126,1
241,CISPLATIN,749709,HCC1954,breast,carcinoma,0.278189385,1
242,CISPLATIN,749709,HCC1954,breast,carcinoma,0.301029996,0.927810615
243,CISPLATIN,749709,HCC1954,breast,carcinoma,0.602059991,0.959496727
244,CISPLATIN,749709,HCC1954,breast,carcinoma,0.77815125,1
245,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-2.397711202,0.999585511
246,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-2.221619943,0.967779751
247,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-1.897749337,1
248,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-1.721658078,1
249,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-1.397787471,0.994845732
250,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-1.221696212,0.999614767
251,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-0.897825605,1
252,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-0.721734346,1
253,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-0.39786374,0.9877434
254,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,-0.221772481,1
255,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,0.102098126,1
256,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,0.278189385,0.953314791
257,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,0.602059991,0.929858535
258,CISPLATIN,1290722,ASH-3,thyroid,carcinoma,0.77815125,0.713281186
259,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-2.397711202,0.990015068
260,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-2.221619943,0.894429757
261,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-1.897749337,0.949864483
262,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-1.721658078,0.933136834
263,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-1.397787471,1
264,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-1.221696212,0.991392928
265,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-0.897825605,0.990015068
266,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-0.721734346,1
267,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-0.39786374,0.955221211
268,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,-0.221772481,0.976381215
269,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,0.102098126,0.977472594
270,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,0.278189385,1
271,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,0.602059991,0.986221791
272,CISPLATIN,1298348,NCI-H1568,lung,carcinoma,0.77815125,1
273,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-2.397711202,1
274,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-2.221619943,0.881325919
275,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-1.897749337,0.915212501
276,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-1.721658078,1
277,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-1.397787471,0.937779304
278,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-1.221696212,0.951192424
279,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-0.897825605,0.948825323
280,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-0.721734346,1
281,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-0.39786374,1
282,CISPLATIN,753600,NCI-H1563,lung,carcinoma,-0.221772481,1
283,CISPLATIN,753600,NCI-H1563,lung,carcinoma,0.102098126,1
284,CISPLATIN,753600,NCI-H1563,lung,carcinoma,0.278189385,0.924033393
285,CISPLATIN,753600,NCI-H1563,lung,carcinoma,0.602059991,1
286,CISPLATIN,753600,NCI-H1563,lung,carcinoma,0.77815125,1
287,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.397711202,1
288,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-2.221619943,0.970890786
289,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.897749337,0.961250943
290,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.721658078,1
291,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.397787471,0.944302021
292,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-1.221696212,1
293,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.897825605,0.991202247
294,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.721734346,1
295,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.39786374,0.819969468
296,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,-0.221772481,0.78652783
297,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.102098126,0.541187351
298,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.278189385,0.679161151
299,CISPLATIN,906831,Daudi,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm,0.602059991,0.408263661
